ShipmentSysID,ShipmentID,PurchaseOrderID,SupplierID,WarehouseID,ShipmentDate,ExpectedDeliveryDate,ActualDeliveryDate,Carrier,TransportMode,TrackingNumber,DistanceKM,TransitDays,DelayDays,ShipmentStatus,FreightCost
SYSSHP0000843,SHP0000843,PO816400,SUP739244,WH781453,2026-06-15,2026-06-26,2026-06-26,FedEx,Road,TRK691063829,25,2,0,Delivered,558.12
SYSSHP0000844,SHP0000844,PO388339,SUP891937,WH422451,2026-05-08,2026-05-14,2026-05-14,DHL,Road,TRK665918566,1190,6,0,Delivered,28641.86
SYSSHP0000845,SHP0000845,PO749253,SUP600149,WH205907,2026-07-16,2026-08-01,2026-08-01,Shadowfax,Road,TRK775360627,729,4,0,Delivered,17966.01
SYSSHP0000846,SHP0000846,PO677438,SUP757937,WH377746,2026-02-15,2026-02-20,2026-02-20,DHL,Road,TRK378807844,17,2,0,Delivered,418.66
SYSSHP0000847,SHP0000847,PO539599,SUP242254,WH532322,2026-01-15,2026-01-29,2026-01-29,FedEx,Road,TRK658029852,2250,7,0,Delivered,57703.33
SYSSHP0000848,SHP0000848,PO761393,SUP236306,WH205907,2026-06-20,2026-07-02,2026-07-02,DHL,Road,TRK307828574,980,6,0,Delivered,21567.75
SYSSHP0000849,SHP0000849,PO120478,SUP757937,WH526117,2026-07-22,2026-07-26,2026-07-26,Delhivery,Rail,TRK958525681,1080,4,0,Delivered,18858.13
SYSSHP0000850,SHP0000850,PO476556,SUP518373,WH555884,2026-03-03,2026-03-22,2026-03-22,Shadowfax,Road,TRK327996120,1149,5,0,Delivered,25342.9
SYSSHP0000851,SHP0000851,PO693128,SUP131244,WH686075,2026-01-23,2026-02-02,2026-02-02,Ecom Express,Road,TRK690551135,712,4,0,Delivered,16817.17
SYSSHP0000852,SHP0000852,PO434367,SUP328552,WH567574,2026-07-16,2026-08-08,2026-08-08,FedEx,Road,TRK877814971,312,4,0,In Transit,7751.52
SYSSHP0000853,SHP0000853,PO950069,SUP685181,WH567574,2025-10-02,2025-10-19,2025-10-19,DHL,Road,TRK822062338,359,2,0,Delivered,8758.0
SYSSHP0000854,SHP0000854,PO655149,SUP393243,WH373903,2026-05-19,2026-06-02,2026-06-02,Shadowfax,Road,TRK594584739,1271,7,0,Delivered,33631.03
SYSSHP0000855,SHP0000855,PO267378,SUP774591,WH555884,2026-07-03,2026-07-20,2026-07-20,FedEx,Road,TRK897344195,1410,9,0,Delivered,31414.96
SYSSHP0000856,SHP0000856,PO955937,SUP330080,WH829716,2026-02-04,2026-02-08,2026-02-08,Blue Dart,Road,TRK323620127,1367,8,0,Delivered,34020.51
SYSSHP0000857,SHP0000857,PO330069,SUP982554,WH212235,2026-01-24,2026-02-09,2026-02-10,DHL,Road,TRK133471933,979,4,1,Delayed,23198.15
SYSSHP0000858,SHP0000858,PO979988,SUP350405,WH482364,2025-11-10,2025-11-26,2025-11-26,Delhivery,Road,TRK739082402,1068,6,0,Delivered,24119.95
SYSSHP0000859,SHP0000859,PO348041,SUP402020,WH356150,2026-05-21,2026-05-31,2026-05-31,FedEx,Road,TRK193198413,931,6,0,Delivered,22795.79
SYSSHP0000860,SHP0000860,PO720298,SUP946721,WH770487,2025-11-06,2025-11-24,2025-11-24,DHL,Road,TRK332078427,25,2,0,Delivered,615.64
SYSSHP0000861,SHP0000861,PO690984,SUP975467,WH262316,2026-06-25,2026-07-01,2026-07-01,Blue Dart,Road,TRK576498805,980,4,0,Delivered,24039.37
SYSSHP0000862,SHP0000862,PO949767,SUP624783,WH532322,2026-04-08,2026-04-19,2026-04-19,FedEx,Road,TRK886452604,2250,7,0,Delivered,59331.14
SYSSHP0000863,SHP0000863,PO614259,SUP714953,WH654634,2025-11-18,2025-12-03,2025-12-03,Blue Dart,Road,TRK982764505,2420,7,0,Delivered,65125.51
SYSSHP0000864,SHP0000864,PO120896,SUP943718,WH771088,2026-05-26,2026-06-01,2026-06-01,FedEx,Road,TRK516169674,1357,7,0,Delivered,34696.3
SYSSHP0000865,SHP0000865,PO743966,SUP638169,WH373903,2026-05-31,2026-06-18,2026-06-18,Shadowfax,Road,TRK738111425,1410,8,0,Delivered,37166.72
SYSSHP0000866,SHP0000866,PO941403,SUP152578,WH237174,2026-02-20,2026-03-03,2026-03-03,Shadowfax,Road,TRK900533293,982,4,0,Delivered,23138.28
SYSSHP0000867,SHP0000867,PO715104,SUP123005,WH380746,2026-02-07,2026-02-25,2026-02-25,Delhivery,Road,TRK407699378,2250,7,0,Delivered,52612.31
SYSSHP0000868,SHP0000868,PO651860,SUP960394,WH515011,2026-04-03,2026-04-09,2026-04-09,DHL,Road,TRK260331909,25,2,0,Delivered,569.69
SYSSHP0000869,SHP0000869,PO794303,SUP960394,WH274389,2025-11-04,2025-11-09,2025-11-09,Delhivery,Rail,TRK682535775,534,4,0,Delivered,8758.28
SYSSHP0000870,SHP0000870,PO243079,SUP943718,WH429164,2025-11-18,2025-11-22,2025-11-22,Delhivery,Road,TRK176496452,952,5,0,Delivered,22426.16
SYSSHP0000871,SHP0000871,PO558089,SUP638169,WH808011,2026-01-21,2026-02-06,2026-02-06,Blue Dart,Road,TRK605448473,1460,9,0,Delivered,38714.03
SYSSHP0000872,SHP0000872,PO282664,SUP206851,WH519066,2025-09-02,2025-09-06,2025-09-07,FedEx,Rail,TRK292181526,840,4,1,Delayed,14967.72
SYSSHP0000873,SHP0000873,PO743520,SUP975467,WH808011,2026-05-08,2026-05-13,2026-05-13,DHL,Road,TRK456838867,1513,9,0,Delivered,39469.95
SYSSHP0000874,SHP0000874,PO283869,SUP946721,WH832052,2025-11-22,2025-12-08,2025-12-09,FedEx,Road,TRK709659120,1760,6,1,Delayed,39879.8
SYSSHP0000875,SHP0000875,PO286340,SUP439498,WH262316,2025-11-02,2025-11-13,2025-11-13,Shadowfax,Road,TRK923016120,1730,8,0,Delivered,42085.68
SYSSHP0000876,SHP0000876,PO510623,SUP329974,WH567574,2025-11-15,2025-11-28,2025-11-28,DHL,Road,TRK520989391,774,6,0,Delivered,17737.58
SYSSHP0000877,SHP0000877,PO290926,SUP123005,WH237174,2025-12-11,2025-12-29,2025-12-29,Blue Dart,Road,TRK610386386,1662,9,0,Delivered,37502.09
SYSSHP0000878,SHP0000878,PO331625,SUP206851,WH686075,2025-12-04,2025-12-09,2025-12-09,Ecom Express,Road,TRK717056083,1280,8,0,Delivered,28975.32
SYSSHP0000879,SHP0000879,PO447255,SUP498382,WH379766,2026-07-14,2026-08-05,2026-08-05,Blue Dart,Road,TRK449899956,150,3,0,In Transit,3717.11
SYSSHP0000880,SHP0000880,PO435039,SUP795613,WH233470,2026-02-28,2026-03-10,2026-03-10,Ecom Express,Road,TRK543929865,445,4,0,Delivered,10320.83
SYSSHP0000881,SHP0000881,PO843404,SUP982554,WH519066,2025-09-02,2025-09-19,2025-09-20,DHL,Road,TRK323594003,1330,9,1,Delayed,34672.54
SYSSHP0000882,SHP0000882,PO111949,SUP162535,WH422451,2025-09-25,2025-10-07,2025-10-09,Ecom Express,Road,TRK845319806,840,6,2,Delayed,19471.85
SYSSHP0000883,SHP0000883,PO369125,SUP234628,WH690341,2025-10-01,2025-10-16,2025-10-16,Shadowfax,Road,TRK716529978,365,4,0,Delivered,9557.07
SYSSHP0000884,SHP0000884,PO559507,SUP329974,WH824586,2025-10-31,2025-11-12,2025-11-12,FedEx,Road,TRK289165396,534,3,0,Delivered,12570.46
SYSSHP0000885,SHP0000885,PO617033,SUP487477,WH519066,2025-12-28,2026-01-11,2026-01-11,FedEx,Rail,TRK451551922,1131,6,0,Delivered,19201.19
SYSSHP0000886,SHP0000886,PO969067,SUP205907,WH532322,2026-04-28,2026-05-16,2026-05-16,Ecom Express,Road,TRK910662740,1460,7,0,Delivered,36763.77
SYSSHP0000887,SHP0000887,PO820539,SUP717024,WH412942,2025-09-30,2025-10-15,2025-10-15,DHL,Rail,TRK518740692,1460,6,0,Delivered,25494.94
SYSSHP0000888,SHP0000888,PO135035,SUP725550,WH460663,2026-05-05,2026-05-17,2026-05-17,Shadowfax,Road,TRK427008211,1215,8,0,Delivered,32309.9
SYSSHP0000889,SHP0000889,PO177804,SUP437758,WH460663,2025-10-25,2025-11-05,2025-11-05,Ecom Express,Road,TRK648063464,1190,4,0,Delivered,28584.97
SYSSHP0000890,SHP0000890,PO178645,SUP717889,WH997546,2025-08-27,2025-09-13,2025-09-13,Ecom Express,Road,TRK157045020,2180,6,0,Delivered,47969.19
SYSSHP0000891,SHP0000891,PO722886,SUP426147,WH922157,2026-01-11,2026-01-22,2026-01-22,Blue Dart,Road,TRK352588284,1446,6,0,Delivered,34933.3
SYSSHP0000892,SHP0000892,PO838726,SUP522179,WH816751,2026-01-09,2026-01-24,2026-01-24,FedEx,Road,TRK509702344,530,3,0,Delivered,12813.25
SYSSHP0000893,SHP0000893,PO555292,SUP426147,WH322086,2025-12-09,2025-12-20,2025-12-20,FedEx,Road,TRK486856173,732,4,0,Delivered,19178.26
SYSSHP0000894,SHP0000894,PO299212,SUP953085,WH526117,2026-03-02,2026-03-17,2026-03-17,Blue Dart,Road,TRK796202652,1080,4,0,Delivered,23844.82
SYSSHP0000895,SHP0000895,PO666362,SUP314181,WH526833,2026-01-31,2026-02-22,2026-02-23,Delhivery,Road,TRK190906681,1777,9,1,Delayed,40313.2
SYSSHP0000896,SHP0000896,PO152046,SUP233827,WH380746,2026-01-11,2026-01-24,2026-01-24,FedEx,Road,TRK646980102,2180,9,0,Delivered,52582.96
SYSSHP0000897,SHP0000897,PO157152,SUP717889,WH205907,2025-08-27,2025-09-13,2025-09-13,FedEx,Road,TRK749155592,2150,8,0,Delivered,47379.87
SYSSHP0000898,SHP0000898,PO794178,SUP528361,WH212235,2025-10-21,2025-11-08,2025-11-08,Ecom Express,Road,TRK718853630,1320,8,0,Delivered,31462.0
SYSSHP0000899,SHP0000899,PO317005,SUP328552,WH212235,2026-06-23,2026-07-14,2026-07-14,Blue Dart,Road,TRK723058861,377,3,0,Delivered,9201.69
SYSSHP0000900,SHP0000900,PO984756,SUP194689,WH922157,2026-01-14,2026-01-27,2026-01-27,Shadowfax,Road,TRK665226339,25,1,0,Delivered,672.95
SYSSHP0000901,SHP0000901,PO793150,SUP242254,WH519066,2026-01-01,2026-01-15,2026-01-15,Ecom Express,Road,TRK755058332,715,5,0,Delivered,16046.2
SYSSHP0000902,SHP0000902,PO489043,SUP270395,WH274389,2026-07-21,2026-08-04,2026-08-04,Ecom Express,Road,TRK956951458,30,1,0,In Transit,746.94
SYSSHP0000903,SHP0000903,PO567429,SUP194689,WH322086,2026-05-28,2026-06-11,2026-06-11,FedEx,Road,TRK587516124,555,4,0,Delivered,13632.64
SYSSHP0000904,SHP0000904,PO977740,SUP970127,WH376807,2026-03-17,2026-03-31,2026-03-31,DHL,Road,TRK410535202,1260,9,0,Delivered,28775.3
SYSSHP0000905,SHP0000905,PO799891,SUP841666,WH100425,2026-05-01,2026-05-16,2026-05-16,Ecom Express,Road,TRK379648695,980,6,0,Delivered,21860.95
SYSSHP0000906,SHP0000906,PO534096,SUP793655,WH519066,2025-08-09,2025-08-20,2025-08-22,DHL,Road,TRK968545231,1410,6,2,Delayed,36218.53
SYSSHP0000907,SHP0000907,PO680493,SUP619389,WH373903,2026-07-01,2026-07-17,2026-07-17,Ecom Express,Road,TRK182530219,355,3,0,Delivered,9321.32
SYSSHP0000908,SHP0000908,PO661527,SUP384076,WH829716,2026-07-10,2026-07-24,2026-07-24,DHL,Road,TRK115250362,1330,8,0,Delivered,34190.5
SYSSHP0000909,SHP0000909,PO347088,SUP340174,WH642717,2026-05-28,2026-06-10,2026-06-10,DHL,Road,TRK967412340,1536,7,0,Delivered,35139.07
SYSSHP0000910,SHP0000910,PO849003,SUP969693,WH422451,2026-03-13,2026-04-01,2026-04-01,Ecom Express,Road,TRK135530684,1190,5,0,Delivered,28219.95
SYSSHP0000911,SHP0000911,PO699245,SUP338533,WH832052,2025-12-29,2026-01-14,2026-01-14,FedEx,Road,TRK927176115,472,2,0,Delivered,11288.27
SYSSHP0000912,SHP0000912,PO893969,SUP685181,WH212235,2026-02-05,2026-02-20,2026-02-20,Shadowfax,Road,TRK470522239,1653,7,0,Delivered,36815.0
SYSSHP0000913,SHP0000913,PO322182,SUP401601,WH770487,2025-08-04,2025-08-15,2025-08-18,FedEx,Road,TRK528148969,1460,6,3,Delayed,35596.49
SYSSHP0000914,SHP0000914,PO816308,SUP820892,WH910891,2025-12-18,2026-01-03,2026-01-03,Shadowfax,Road,TRK518834994,840,4,0,Delivered,20473.28
SYSSHP0000915,SHP0000915,PO974625,SUP156837,WH356150,2025-11-25,2025-12-12,2025-12-12,Blue Dart,Road,TRK410088282,365,4,0,Delivered,9722.18
SYSSHP0000916,SHP0000916,PO946561,SUP824586,WH636265,2026-05-23,2026-06-06,2026-06-07,Shadowfax,Road,TRK144042329,2180,8,1,Delayed,49021.27
SYSSHP0000917,SHP0000917,PO441968,SUP644173,WH820221,2026-01-01,2026-01-12,2026-01-12,DHL,Road,TRK961480639,1388,8,0,Delivered,31218.04
SYSSHP0000918,SHP0000918,PO112964,SUP573489,WH380746,2026-06-30,2026-07-05,2026-07-05,Shadowfax,Road,TRK359627518,2250,9,0,Delivered,57761.03
SYSSHP0000919,SHP0000919,PO539976,SUP969693,WH262316,2026-07-14,2026-08-02,2026-08-02,Shadowfax,Road,TRK293184033,1190,6,0,Delivered,28043.96
SYSSHP0000920,SHP0000920,PO710981,SUP891937,WH770487,2026-06-22,2026-06-28,2026-06-28,Blue Dart,Rail,TRK663998215,2420,5,0,Delivered,37305.82
SYSSHP0000921,SHP0000921,PO690016,SUP205907,WH930555,2026-01-11,2026-01-29,2026-01-29,Delhivery,Road,TRK136552071,660,6,0,Delivered,14598.21
SYSSHP0000922,SHP0000922,PO460572,SUP329974,WH686075,2026-03-01,2026-03-12,2026-03-12,Delhivery,Rail,TRK743584714,500,4,0,Delivered,8776.17
SYSSHP0000923,SHP0000923,PO699809,SUP522179,WH515011,2026-05-19,2026-06-05,2026-06-05,Delhivery,Road,TRK503682299,1410,6,0,Delivered,35647.58
SYSSHP0000924,SHP0000924,PO388792,SUP913423,WH237174,2026-05-14,2026-05-29,2026-05-29,DHL,Road,TRK416290643,1626,6,0,Delivered,39568.35
SYSSHP0000925,SHP0000925,PO521233,SUP464863,WH555884,2026-03-02,2026-03-13,2026-03-13,DHL,Road,TRK926093073,150,4,0,Delivered,3620.24
SYSSHP0000926,SHP0000926,PO349119,SUP475190,WH555884,2026-06-09,2026-06-23,2026-06-23,Blue Dart,Road,TRK397735164,530,3,0,Delivered,13719.33
SYSSHP0000927,SHP0000927,PO490532,SUP270395,WH690341,2026-03-25,2026-04-09,2026-04-09,Blue Dart,Road,TRK377281586,365,3,0,Delivered,9773.98
SYSSHP0000928,SHP0000928,PO393964,SUP399607,WH376807,2026-07-16,2026-08-05,2026-08-06,Delhivery,Road,TRK755306663,842,5,1,In Transit,20176.99
SYSSHP0000929,SHP0000929,PO818119,SUP943170,WH274389,2025-10-28,2025-11-01,2025-11-01,Ecom Express,Road,TRK925393205,365,3,0,Delivered,8817.04
SYSSHP0000930,SHP0000930,PO879850,SUP399607,WH380746,2026-02-07,2026-02-27,2026-02-27,Blue Dart,Road,TRK137431602,1460,9,0,Delivered,32652.31
SYSSHP0000931,SHP0000931,PO537017,SUP725550,WH820221,2025-10-27,2025-11-09,2025-11-09,Delhivery,Road,TRK801008808,1470,6,0,Delivered,37046.46
SYSSHP0000932,SHP0000932,PO963994,SUP216970,WH910891,2025-11-17,2025-12-03,2025-12-03,Shadowfax,Road,TRK454153192,980,5,0,Delivered,25992.63
SYSSHP0000933,SHP0000933,PO492073,SUP717889,WH526117,2026-01-20,2026-02-05,2026-02-05,FedEx,Road,TRK613398300,1080,6,0,Delivered,26114.71
SYSSHP0000934,SHP0000934,PO426236,SUP770487,WH479201,2026-02-06,2026-02-18,2026-02-18,Shadowfax,Road,TRK978295746,2180,7,0,Delivered,56460.15
SYSSHP0000935,SHP0000935,PO649753,SUP242254,WH910891,2025-08-15,2025-08-28,2025-08-28,DHL,Road,TRK530156867,715,5,0,Delivered,15927.32
SYSSHP0000936,SHP0000936,PO302127,SUP399607,WH526117,2026-01-02,2026-01-20,2026-01-20,DHL,Road,TRK186389815,720,4,0,Delivered,18868.25
SYSSHP0000937,SHP0000937,PO134677,SUP796212,WH100425,2025-12-11,2025-12-17,2025-12-17,Ecom Express,Road,TRK142231531,150,4,0,Delivered,4025.63
SYSSHP0000938,SHP0000938,PO387286,SUP384076,WH662336,2026-04-19,2026-05-02,2026-05-02,Blue Dart,Road,TRK777119907,980,6,0,Delivered,24935.33
SYSSHP0000939,SHP0000939,PO229890,SUP123005,WH100425,2026-04-24,2026-05-11,2026-05-11,Delhivery,Road,TRK138330751,715,5,0,Delivered,16420.31
SYSSHP0000940,SHP0000940,PO567773,SUP946721,WH832052,2026-06-07,2026-06-25,2026-06-25,Ecom Express,Road,TRK790853694,1774,9,0,Delivered,41757.57
SYSSHP0000941,SHP0000941,PO466749,SUP402020,WH801474,2026-01-07,2026-01-17,2026-01-17,Blue Dart,Road,TRK462622584,1393,6,0,Delivered,36132.88
SYSSHP0000942,SHP0000942,PO971230,SUP797229,WH801474,2026-05-11,2026-05-26,2026-05-26,Shadowfax,Road,TRK816525550,387,2,0,Delivered,9526.24
SYSSHP0000943,SHP0000943,PO270820,SUP338533,WH636265,2025-10-07,2025-10-23,2025-10-23,Delhivery,Road,TRK177345357,555,2,0,Delivered,12312.34
SYSSHP0000944,SHP0000944,PO332103,SUP738720,WH233470,2026-06-24,2026-07-12,2026-07-12,Ecom Express,Road,TRK149179197,589,3,0,Delivered,13672.7
SYSSHP0000945,SHP0000945,PO529399,SUP624783,WH412942,2026-01-30,2026-02-12,2026-02-12,Blue Dart,Road,TRK589824472,1628,6,0,Delivered,40791.38
SYSSHP0000946,SHP0000946,PO815338,SUP913423,WH801474,2026-07-25,2026-08-09,2026-08-09,Ecom Express,Road,TRK958107856,500,2,0,In Transit,12539.07
SYSSHP0000947,SHP0000947,PO778818,SUP678043,WH515011,2025-09-20,2025-09-26,2025-09-26,Shadowfax,Rail,TRK828424128,2150,8,0,Delivered,35707.27
SYSSHP0000948,SHP0000948,PO737894,SUP439498,WH785197,2026-04-02,2026-04-12,2026-04-12,Delhivery,Road,TRK920583443,547,4,0,Delivered,12158.68
SYSSHP0000949,SHP0000949,PO773962,SUP437758,WH324082,2026-02-25,2026-03-09,2026-03-09,FedEx,Road,TRK280443225,655,5,0,Delivered,16690.37
SYSSHP0000950,SHP0000950,PO581294,SUP807617,WH412942,2025-08-12,2025-08-30,2025-08-31,Shadowfax,Road,TRK757604060,1433,6,1,Delayed,34220.98
SYSSHP0000951,SHP0000951,PO964352,SUP812526,WH205907,2026-07-21,2026-08-09,2026-08-09,Delhivery,Road,TRK195714674,980,4,0,In Transit,25023.03
SYSSHP0000952,SHP0000952,PO107704,SUP946721,WH824586,2026-01-03,2026-01-20,2026-01-20,Delhivery,Road,TRK253639423,1515,9,0,Delivered,38176.68
SYSSHP0000953,SHP0000953,PO492408,SUP514850,WH654634,2026-03-20,2026-04-01,2026-04-01,Ecom Express,Road,TRK842678841,2150,7,0,Delivered,47704.43
SYSSHP0000954,SHP0000954,PO817659,SUP464863,WH808011,2026-03-11,2026-03-20,2026-03-20,Blue Dart,Road,TRK773441905,20,2,0,Delivered,522.65
SYSSHP0000955,SHP0000955,PO771712,SUP874483,WH824586,2026-04-16,2026-04-22,2026-04-22,Blue Dart,Road,TRK669296859,916,6,0,Delivered,24625.7
SYSSHP0000956,SHP0000956,PO783112,SUP793655,WH654634,2025-08-13,2025-08-23,2025-08-23,Shadowfax,Road,TRK807947148,34,1,0,Delivered,783.38
SYSSHP0000957,SHP0000957,PO159532,SUP346629,WH829716,2025-09-03,2025-09-15,2025-09-15,FedEx,Rail,TRK634202492,2180,6,0,Delivered,34237.54
SYSSHP0000958,SHP0000958,PO792616,SUP624783,WH274389,2026-04-10,2026-04-21,2026-04-21,DHL,Road,TRK406085699,350,2,0,Delivered,8066.78
SYSSHP0000959,SHP0000959,PO621533,SUP624783,WH656116,2026-01-16,2026-01-28,2026-01-28,Blue Dart,Road,TRK676986599,814,4,0,Delivered,18623.86
SYSSHP0000960,SHP0000960,PO538897,SUP793655,WH824586,2025-09-23,2025-10-04,2025-10-06,Blue Dart,Road,TRK352651266,20,2,2,Delayed,512.14
SYSSHP0000961,SHP0000961,PO699829,SUP340174,WH832052,2026-07-05,2026-07-19,2026-07-19,DHL,Road,TRK347028515,1513,7,0,Delivered,39178.95
SYSSHP0000962,SHP0000962,PO819656,SUP555052,WH233470,2026-01-28,2026-02-08,2026-02-08,Delhivery,Road,TRK503224831,530,2,0,Delivered,14022.12
SYSSHP0000963,SHP0000963,PO804505,SUP923927,WH555884,2025-10-13,2025-11-01,2025-11-01,FedEx,Rail,TRK255629507,1190,5,0,Delivered,18878.95
SYSSHP0000964,SHP0000964,PO789558,SUP520172,WH636265,2025-08-22,2025-09-24,2025-09-29,DHL,Road,TRK246463340,34,1,5,Delayed,825.82
SYSSHP0000965,SHP0000965,PO234159,SUP393243,WH658582,2025-11-12,2025-11-27,2025-11-27,Blue Dart,Road,TRK843255395,697,4,0,Delivered,17315.8
SYSSHP0000966,SHP0000966,PO291961,SUP156837,WH274389,2025-12-28,2026-01-13,2026-01-13,FedEx,Road,TRK592395371,365,2,0,Delivered,8793.26
SYSSHP0000967,SHP0000967,PO786224,SUP350405,WH636265,2025-12-07,2025-12-23,2025-12-23,Shadowfax,Road,TRK756623287,2150,8,0,Delivered,57034.96
SYSSHP0000968,SHP0000968,PO422002,SUP770487,WH770487,2025-10-25,2025-11-04,2025-11-04,Ecom Express,Road,TRK625288882,33,1,0,Delivered,868.26
SYSSHP0000969,SHP0000969,PO714015,SUP350405,WH690341,2026-01-25,2026-02-10,2026-02-10,FedEx,Road,TRK399757448,365,4,0,Delivered,8056.47
SYSSHP0000970,SHP0000970,PO765213,SUP475876,WH174441,2025-12-06,2026-01-02,2026-01-02,Ecom Express,Road,TRK338807279,1176,4,0,Delivered,31115.92
SYSSHP0000971,SHP0000971,PO303993,SUP234628,WH112038,2025-12-13,2025-12-28,2025-12-28,Blue Dart,Road,TRK143012678,1511,6,0,Delivered,40731.07
SYSSHP0000972,SHP0000972,PO412848,SUP965845,WH526833,2026-05-26,2026-06-11,2026-06-11,FedEx,Road,TRK614611532,1190,4,0,Delivered,30997.81
SYSSHP0000973,SHP0000973,PO310026,SUP555052,WH662336,2026-07-10,2026-07-20,2026-07-20,Ecom Express,Road,TRK908612091,1726,9,0,Delivered,38079.21
SYSSHP0000974,SHP0000974,PO579798,SUP555052,WH654634,2025-12-27,2026-01-07,2026-01-07,Delhivery,Road,TRK795398363,930,4,0,Delivered,25105.13
SYSSHP0000975,SHP0000975,PO184736,SUP619389,WH654634,2025-11-20,2025-12-05,2025-12-05,FedEx,Rail,TRK712441715,555,3,0,Delivered,9983.98
SYSSHP0000976,SHP0000976,PO765320,SUP125611,WH832052,2026-05-22,2026-06-04,2026-06-04,Shadowfax,Road,TRK535252390,349,3,0,Delivered,8000.73
SYSSHP0000977,SHP0000977,PO911117,SUP328552,WH662336,2026-06-23,2026-07-14,2026-07-14,Shadowfax,Road,TRK175912037,1058,6,0,Delivered,25312.01
SYSSHP0000978,SHP0000978,PO900660,SUP392004,WH816751,2026-01-12,2026-01-18,2026-01-18,DHL,Road,TRK849530830,1714,8,0,Delivered,45816.04
SYSSHP0000979,SHP0000979,PO550268,SUP338533,WH662336,2025-11-07,2025-11-25,2025-11-25,DHL,Road,TRK890017125,1410,6,0,Delivered,37592.32
SYSSHP0000980,SHP0000980,PO139557,SUP236306,WH237174,2026-06-24,2026-07-04,2026-07-04,Blue Dart,Road,TRK511194794,530,3,0,Delivered,12628.82
SYSSHP0000981,SHP0000981,PO437864,SUP350405,WH785197,2025-09-04,2025-09-18,2025-09-18,Delhivery,Road,TRK795970088,350,2,0,Delivered,8677.88
SYSSHP0000982,SHP0000982,PO104324,SUP206851,WH820221,2026-02-02,2026-02-05,2026-02-05,Delhivery,Road,TRK459628007,437,4,0,Delivered,10135.41
SYSSHP0000983,SHP0000983,PO461076,SUP970127,WH910891,2025-08-11,2025-08-24,2025-08-24,Shadowfax,Road,TRK325264561,532,4,0,Delivered,13707.44
SYSSHP0000984,SHP0000984,PO420984,SUP399607,WH922157,2026-05-20,2026-06-08,2026-06-08,DHL,Road,TRK158475978,761,6,0,Delivered,16983.12
SYSSHP0000985,SHP0000985,PO404955,SUP233827,WH373903,2026-02-28,2026-03-13,2026-03-13,Ecom Express,Road,TRK828327980,1330,6,0,Delivered,34748.77
SYSSHP0000986,SHP0000986,PO554730,SUP432043,WH642717,2025-08-23,2025-09-07,2025-09-10,Blue Dart,Road,TRK302243117,898,6,3,Delayed,23760.65
SYSSHP0000987,SHP0000987,PO613989,SUP475876,WH376807,2025-12-16,2026-01-11,2026-01-11,Delhivery,Road,TRK409637808,345,2,0,Delivered,9242.99
SYSSHP0000988,SHP0000988,PO951452,SUP346629,WH642717,2025-10-28,2025-11-09,2025-11-09,Delhivery,Rail,TRK632928920,2150,7,0,Delivered,33544.28
SYSSHP0000989,SHP0000989,PO237579,SUP970127,WH910891,2026-04-13,2026-04-26,2026-04-26,Shadowfax,Road,TRK681361352,718,4,0,Delivered,19140.88
SYSSHP0000990,SHP0000990,PO629146,SUP426147,WH519066,2025-08-29,2025-09-09,2025-09-10,Blue Dart,Road,TRK413013776,1330,9,1,Delayed,30517.25
SYSSHP0000991,SHP0000991,PO139178,SUP340174,WH100425,2026-06-01,2026-06-16,2026-06-16,Ecom Express,Road,TRK792211324,150,2,0,Delivered,3551.91
SYSSHP0000992,SHP0000992,PO753404,SUP888295,WH824586,2026-04-14,2026-04-21,2026-04-21,Shadowfax,Road,TRK848251568,1485,8,0,Delivered,36606.48
SYSSHP0000993,SHP0000993,PO785315,SUP266931,WH422451,2025-08-18,2025-08-24,2025-08-24,DHL,Road,TRK284401329,1410,8,0,Delivered,36584.34
SYSSHP0000994,SHP0000994,PO565897,SUP573489,WH112038,2026-05-22,2026-05-27,2026-05-27,DHL,Road,TRK589547387,764,4,0,Delivered,20460.74
SYSSHP0000995,SHP0000995,PO260565,SUP500156,WH376807,2025-08-16,2025-08-27,2025-08-27,Delhivery,Road,TRK860328560,1566,8,0,Delivered,39877.09
SYSSHP0000996,SHP0000996,PO541315,SUP725550,WH740967,2025-11-06,2025-11-20,2025-11-20,Blue Dart,Road,TRK439974407,720,4,0,Delivered,17908.29
SYSSHP0000997,SHP0000997,PO735053,SUP638169,WH922157,2025-10-19,2025-11-05,2025-11-05,Delhivery,Road,TRK703966077,25,2,0,Delivered,638.39
SYSSHP0000998,SHP0000998,PO636435,SUP925981,WH526833,2026-06-24,2026-07-11,2026-07-11,FedEx,Road,TRK679677338,36,2,0,Delivered,967.58
SYSSHP0000999,SHP0000999,PO211425,SUP196126,WH460663,2025-08-09,2025-09-01,2025-09-01,Delhivery,Road,TRK591817492,1392,9,0,Delivered,37081.57
SYSSHP0001000,SHP0001000,PO971889,SUP854717,WH515011,2026-04-02,2026-04-07,2026-04-07,DHL,Road,TRK608857707,2420,8,0,Delivered,64081.33
SYSSHP0001001,SHP0001001,PO409698,SUP739244,WH377746,2025-10-02,2025-10-12,2025-10-12,Shadowfax,Road,TRK574707201,39,1,0,Delivered,924.04
SYSSHP0001002,SHP0001002,PO821634,SUP125611,WH555884,2025-11-02,2025-11-16,2025-11-16,Blue Dart,Road,TRK430800749,530,2,0,Delivered,11725.71
