PurchaseOrderItemSysID,PurchaseOrderItemID,PurchaseOrderID,ProductID,QuantityOrdered,ReceivedQuantity,AcceptedQuantity,QuotedUnitCost,TotalItemCost,InspectionStatus,LineAmountBeforeTax,TaxRate,TaxAmount,LineAmountAfterTax
SYSPOI0008495,POI277100,PO739705,PROD982885,238,238,235,115.92,27588.96,Passed with Observations,27588.96,12,3310.68,30899.64
SYSPOI0008496,POI896259,PO739705,PROD571635,158,158,156,125.49,19827.42,Passed with Observations,19827.42,12,2379.29,22206.71
SYSPOI0008497,POI409284,PO739705,PROD220764,285,285,284,245.51,69970.35,Passed with Observations,69970.35,12,8396.44,78366.79
SYSPOI0008498,POI338920,PO739705,PROD355021,185,185,183,2385.9,441391.5,Passed with Observations,441391.5,12,52966.98,494358.48
SYSPOI0008499,POI725448,PO739705,PROD762055,385,385,381,161.78,62285.3,Passed with Observations,62285.3,12,7474.24,69759.54
SYSPOI0008500,POI464764,PO739705,PROD931621,227,227,224,172.83,39232.41,Passed with Observations,39232.41,12,4707.89,43940.3
SYSPOI0008501,POI794705,PO801200,PROD287654,19,19,18,38301.64,727731.16,Failed,727731.16,18,130991.61,858722.77
SYSPOI0008502,POI161035,PO801200,PROD397846,30,30,29,36117.66,1083529.8,Passed with Observations,1083529.8,18,195035.36,1278565.16
SYSPOI0008503,POI256884,PO801200,PROD922458,342,342,329,197.9,67681.8,Passed with Observations,67681.8,12,8121.82,75803.62
SYSPOI0008504,POI872067,PO801200,PROD420297,458,457,430,271.36,124282.88,Failed,124282.88,12,14913.95,139196.83
SYSPOI0008505,POI332204,PO801200,PROD681343,1257,1232,1152,176.15,221420.55,Failed,221420.55,12,26570.47,247991.02
SYSPOI0008506,POI933334,PO427679,PROD664607,165,165,164,82.32,13582.8,Passed with Observations,13582.8,12,1629.94,15212.74
SYSPOI0008507,POI294917,PO427679,PROD648410,316,316,314,229.4,72490.4,Passed with Observations,72490.4,12,8698.85,81189.25
SYSPOI0008508,POI629522,PO427679,PROD202365,167,163,163,554.07,92529.69,Passed,92529.69,12,11103.56,103633.25
SYSPOI0008509,POI168484,PO427679,PROD393992,311,311,308,128.04,39820.44,Passed with Observations,39820.44,12,4778.45,44598.89
SYSPOI0008510,POI200703,PO427679,PROD655178,298,298,297,795.86,237166.28,Passed with Observations,237166.28,12,28459.95,265626.23
SYSPOI0008511,POI417051,PO427679,PROD776364,377,377,372,700.77,264190.29,Passed with Observations,264190.29,12,31702.83,295893.12
SYSPOI0008512,POI862584,PO427679,PROD898329,360,360,358,2446.71,880815.6,Passed with Observations,880815.6,12,105697.87,986513.47
SYSPOI0008513,POI882116,PO427679,PROD525556,91,91,90,2533.9,230584.9,Passed with Observations,230584.9,12,27670.19,258255.09
SYSPOI0008514,POI911125,PO111307,PROD940247,933,933,914,40.35,37646.55,Passed with Observations,37646.55,12,4517.59,42164.14
SYSPOI0008515,POI824409,PO111307,PROD491329,34,34,34,49144.06,1670898.04,Passed,1670898.04,18,300761.65,1971659.69
SYSPOI0008516,POI743865,PO111307,PROD586819,181,181,177,660.64,119575.84,Passed with Observations,119575.84,12,14349.1,133924.94
SYSPOI0008517,POI607871,PO111307,PROD664058,1043,1043,1031,169.76,177059.68,Passed with Observations,177059.68,12,21247.16,198306.84
SYSPOI0008518,POI307437,PO869460,PROD751303,482,460,445,96.58,46551.56,Passed with Observations,46551.56,12,5586.19,52137.75
SYSPOI0008519,POI908623,PO869460,PROD958182,1315,1315,1226,408.83,537611.45,Failed,537611.45,12,64513.37,602124.82
SYSPOI0008520,POI686392,PO869460,PROD496764,442,442,412,1653.73,730948.66,Failed,730948.66,12,87713.84,818662.5
SYSPOI0008521,POI614685,PO869460,PROD372793,135,135,127,246.56,33285.6,Failed,33285.6,12,3994.27,37279.87
SYSPOI0008522,POI556475,PO869460,PROD888795,497,497,486,283.01,140655.97,Passed with Observations,140655.97,12,16878.72,157534.69
SYSPOI0008523,POI931284,PO869460,PROD982885,374,365,338,111.4,41663.6,Failed,41663.6,12,4999.63,46663.23
SYSPOI0008524,POI665771,PO408929,PROD770532,40,0,0,114845.16,4593806.4,Not Inspected,4593806.4,18,826885.15,5420691.55
SYSPOI0008525,POI159726,PO408929,PROD745972,1202,0,0,68.07,81820.14,Not Inspected,81820.14,12,9818.42,91638.56
SYSPOI0008526,POI700414,PO408929,PROD486649,966,0,0,397.6,384081.6,Not Inspected,384081.6,5,19204.08,403285.68
SYSPOI0008527,POI507886,PO408929,PROD742686,361,0,0,102.63,37049.43,Not Inspected,37049.43,12,4445.93,41495.36
SYSPOI0008528,POI937652,PO726667,PROD791201,479,479,450,758.75,363441.25,Failed,363441.25,5,18172.06,381613.31
SYSPOI0008529,POI194970,PO726667,PROD396020,38,38,35,14711.73,559045.74,Failed,559045.74,18,100628.23,659673.97
SYSPOI0008530,POI626864,PO726667,PROD374267,28,28,26,94259.38,2639262.64,Failed,2639262.64,18,475067.28,3114329.92
SYSPOI0008531,POI376848,PO726667,PROD699809,201,181,177,297.01,59699.01,Passed with Observations,59699.01,12,7163.88,66862.89
SYSPOI0008532,POI632793,PO726667,PROD730193,1026,1026,942,501.08,514108.08,Failed,514108.08,5,25705.4,539813.48
SYSPOI0008533,POI514262,PO726667,PROD526949,953,953,917,346.43,330147.79,Passed with Observations,330147.79,5,16507.39,346655.18
SYSPOI0008534,POI636350,PO164401,PROD145767,245,245,231,683.93,167562.85,Failed,167562.85,12,20107.54,187670.39
SYSPOI0008535,POI394040,PO164401,PROD803953,372,372,357,945.94,351889.68,Passed with Observations,351889.68,12,42226.76,394116.44
SYSPOI0008536,POI333089,PO164401,PROD141468,1105,1064,1004,462.67,511250.35,Failed,511250.35,5,25562.52,536812.87
SYSPOI0008537,POI654056,PO164401,PROD810189,910,895,850,1074.74,978013.4,Failed,978013.4,5,48900.67,1026914.07
SYSPOI0008538,POI217543,PO788201,PROD729371,975,0,0,370.41,361149.75,Not Inspected,361149.75,5,18057.49,379207.24
SYSPOI0008539,POI819353,PO788201,PROD444207,15,0,0,11390.4,170856.0,Not Inspected,170856.0,18,30754.08,201610.08
SYSPOI0008540,POI346556,PO788201,PROD564586,262,0,0,1486.23,389392.26,Not Inspected,389392.26,12,46727.07,436119.33
SYSPOI0008541,POI105357,PO788201,PROD381444,1333,0,0,245.66,327464.78,Not Inspected,327464.78,5,16373.24,343838.02
SYSPOI0008542,POI319757,PO788201,PROD842776,1367,0,0,1048.24,1432944.08,Not Inspected,1432944.08,5,71647.2,1504591.28
SYSPOI0008543,POI539990,PO788201,PROD984247,249,0,0,164.09,40858.41,Not Inspected,40858.41,12,4903.01,45761.42
SYSPOI0008544,POI715939,PO754643,PROD454992,1081,1081,1066,226.0,244306.0,Passed with Observations,244306.0,5,12215.3,256521.3
SYSPOI0008545,POI372165,PO754643,PROD913894,490,490,478,831.91,407635.9,Passed with Observations,407635.9,12,48916.31,456552.21
SYSPOI0008546,POI711150,PO754643,PROD803953,305,305,297,993.56,303035.8,Passed with Observations,303035.8,12,36364.3,339400.1
SYSPOI0008547,POI546724,PO754643,PROD220936,550,550,536,446.1,245355.0,Passed with Observations,245355.0,12,29442.6,274797.6
SYSPOI0008548,POI454449,PO754643,PROD574167,466,466,460,45.03,20983.98,Passed with Observations,20983.98,12,2518.08,23502.06
SYSPOI0008549,POI955793,PO754643,PROD381607,390,352,347,378.47,147603.3,Passed with Observations,147603.3,5,7380.16,154983.46
SYSPOI0008550,POI678026,PO754643,PROD536740,1129,1129,1095,1072.46,1210807.34,Passed with Observations,1210807.34,5,60540.37,1271347.71
SYSPOI0008551,POI769488,PO180595,PROD823975,337,337,310,148.03,49886.11,Failed,49886.11,12,5986.33,55872.44
SYSPOI0008552,POI968795,PO180595,PROD817644,368,366,356,186.13,68495.84,Passed with Observations,68495.84,12,8219.5,76715.34
SYSPOI0008553,POI332375,PO180595,PROD555292,19,19,18,77105.96,1465013.24,Failed,1465013.24,18,263702.38,1728715.62
SYSPOI0008554,POI670224,PO180595,PROD570711,16,16,16,65900.3,1054404.8,Passed,1054404.8,18,189792.86,1244197.66
SYSPOI0008555,POI101331,PO180595,PROD772124,23,23,22,105410.08,2424431.84,Passed with Observations,2424431.84,18,436397.73,2860829.57
SYSPOI0008556,POI100339,PO180595,PROD444207,13,12,11,11390.4,148075.2,Failed,148075.2,18,26653.54,174728.74
SYSPOI0008557,POI302399,PO394620,PROD899281,1500,1500,1451,600.52,900780.0,Passed with Observations,900780.0,5,45039.0,945819.0
SYSPOI0008558,POI132680,PO394620,PROD890371,35,35,33,30226.45,1057925.75,Failed,1057925.75,18,190426.64,1248352.39
SYSPOI0008559,POI471007,PO394620,PROD226611,440,440,428,341.65,150326.0,Passed with Observations,150326.0,5,7516.3,157842.3
SYSPOI0008560,POI686087,PO733152,PROD281162,40,40,40,44692.56,1787702.4,Passed,1787702.4,18,321786.43,2109488.83
SYSPOI0008561,POI947689,PO733152,PROD145767,108,108,106,741.35,80065.8,Passed with Observations,80065.8,12,9607.9,89673.7
SYSPOI0008562,POI908164,PO733152,PROD660081,126,126,126,618.1,77880.6,Passed,77880.6,12,9345.67,87226.27
SYSPOI0008563,POI755855,PO733152,PROD786587,376,376,374,1878.93,706477.68,Passed with Observations,706477.68,12,84777.32,791255.0
SYSPOI0008564,POI473546,PO733152,PROD372028,481,481,477,1786.35,859234.35,Passed with Observations,859234.35,12,103108.12,962342.47
SYSPOI0008565,POI952470,PO733152,PROD674553,20,20,20,59716.9,1194338.0,Passed,1194338.0,18,214980.84,1409318.84
SYSPOI0008566,POI559299,PO568349,PROD713799,755,718,686,199.65,150735.75,Passed with Observations,150735.75,5,7536.79,158272.54
SYSPOI0008567,POI616376,PO568349,PROD874814,466,466,450,663.48,309181.68,Passed with Observations,309181.68,5,15459.08,324640.76
SYSPOI0008568,POI773196,PO568349,PROD764000,457,457,441,881.13,402676.41,Passed with Observations,402676.41,5,20133.82,422810.23
SYSPOI0008569,POI992012,PO568349,PROD295892,937,937,890,697.29,653360.73,Failed,653360.73,5,32668.04,686028.77
SYSPOI0008570,POI990880,PO568349,PROD586819,184,184,177,649.71,119546.64,Passed with Observations,119546.64,12,14345.6,133892.24
SYSPOI0008571,POI836094,PO568349,PROD341162,1443,1396,1368,639.51,922812.93,Passed with Observations,922812.93,5,46140.65,968953.58
SYSPOI0008572,POI719699,PO568349,PROD208310,507,507,494,649.64,329367.48,Passed with Observations,329367.48,5,16468.37,345835.85
SYSPOI0008573,POI899440,PO568349,PROD302177,192,192,188,779.69,149700.48,Passed with Observations,149700.48,12,17964.06,167664.54
SYSPOI0008574,POI144135,PO347669,PROD478120,1480,1480,1461,835.38,1236362.4,Passed with Observations,1236362.4,5,61818.12,1298180.52
SYSPOI0008575,POI154695,PO347669,PROD518098,368,359,353,447.89,164823.52,Passed with Observations,164823.52,12,19778.82,184602.34
SYSPOI0008576,POI594072,PO347669,PROD373903,736,736,715,1088.25,800952.0,Passed with Observations,800952.0,5,40047.6,840999.6
SYSPOI0008577,POI504075,PO347669,PROD482584,333,333,326,789.19,262800.27,Passed with Observations,262800.27,12,31536.03,294336.3
SYSPOI0008578,POI107240,PO459502,PROD788772,24,0,0,141540.88,3396981.12,Not Inspected,3396981.12,18,611456.6,4008437.72
SYSPOI0008579,POI171610,PO459502,PROD982885,278,0,0,111.4,30969.2,Not Inspected,30969.2,12,3716.3,34685.5
SYSPOI0008580,POI927319,PO459502,PROD759176,671,0,0,61.54,41293.34,Not Inspected,41293.34,12,4955.2,46248.54
SYSPOI0008581,POI134419,PO459502,PROD708798,33,0,0,69202.69,2283688.77,Not Inspected,2283688.77,18,411063.98,2694752.75
SYSPOI0008582,POI720661,PO724473,PROD531071,421,0,0,783.77,329967.17,Not Inspected,329967.17,5,16498.36,346465.53
SYSPOI0008583,POI550181,PO724473,PROD289934,269,0,0,2027.1,545289.9,Not Inspected,545289.9,12,65434.79,610724.69
SYSPOI0008584,POI197834,PO724473,PROD546688,951,0,0,301.08,286327.08,Not Inspected,286327.08,5,14316.35,300643.43
SYSPOI0008585,POI681296,PO724473,PROD189856,644,0,0,807.36,519939.84,Not Inspected,519939.84,5,25996.99,545936.83
SYSPOI0008586,POI774465,PO724473,PROD501936,23,0,0,87267.29,2007147.67,Not Inspected,2007147.67,18,361286.58,2368434.25
SYSPOI0008587,POI227337,PO724473,PROD881886,12,0,0,112041.41,1344496.92,Not Inspected,1344496.92,18,242009.45,1586506.37
SYSPOI0008588,POI800631,PO724473,PROD372793,421,0,0,240.52,101258.92,Not Inspected,101258.92,12,12151.07,113409.99
SYSPOI0008589,POI744435,PO724473,PROD729371,771,0,0,380.06,293026.26,Not Inspected,293026.26,5,14651.31,307677.57
SYSPOI0008590,POI712071,PO620039,PROD213365,16,16,16,110161.17,1762578.72,Passed,1762578.72,18,317264.17,2079842.89
SYSPOI0008591,POI709022,PO620039,PROD139581,37,37,37,73887.48,2733836.76,Passed,2733836.76,18,492090.62,3225927.38
SYSPOI0008592,POI331904,PO620039,PROD517568,577,577,567,421.26,243067.02,Passed with Observations,243067.02,5,12153.35,255220.37
SYSPOI0008593,POI681929,PO620039,PROD322142,13,12,12,27082.54,352073.02,Passed,352073.02,18,63373.14,415446.16
SYSPOI0008594,POI955070,PO620039,PROD540208,1334,1334,1309,315.87,421370.58,Passed with Observations,421370.58,5,21068.53,442439.11
SYSPOI0008595,POI764027,PO620039,PROD381607,515,496,487,391.76,201756.4,Passed with Observations,201756.4,5,10087.82,211844.22
SYSPOI0008596,POI674171,PO620039,PROD555292,13,13,13,82813.93,1076581.09,Passed,1076581.09,18,193784.6,1270365.69
SYSPOI0008597,POI168264,PO792759,PROD534037,1035,1035,1027,476.26,492929.1,Passed with Observations,492929.1,12,59151.49,552080.59
SYSPOI0008598,POI542700,PO792759,PROD648410,152,145,144,233.52,35495.04,Passed with Observations,35495.04,12,4259.4,39754.44
SYSPOI0008599,POI387399,PO792759,PROD520274,83,83,83,985.77,81818.91,Passed,81818.91,12,9818.27,91637.18
SYSPOI0008600,POI934924,PO870033,PROD412999,365,356,346,271.86,99228.9,Passed with Observations,99228.9,12,11907.47,111136.37
SYSPOI0008601,POI825396,PO870033,PROD324345,1133,1098,1059,319.31,361778.23,Passed with Observations,361778.23,5,18088.91,379867.14
SYSPOI0008602,POI139993,PO870033,PROD801520,392,392,376,2207.54,865355.68,Passed with Observations,865355.68,12,103842.68,969198.36
SYSPOI0008603,POI394114,PO959340,PROD890371,18,18,17,29886.5,537957.0,Failed,537957.0,18,96832.26,634789.26
SYSPOI0008604,POI112116,PO959340,PROD446968,28,27,26,65926.86,1845952.08,Passed with Observations,1845952.08,18,332271.37,2178223.45
SYSPOI0008605,POI448564,PO959340,PROD913308,28,28,26,88516.67,2478466.76,Failed,2478466.76,18,446124.02,2924590.78
SYSPOI0008606,POI238100,PO959340,PROD199807,36,35,34,40031.86,1441146.96,Passed with Observations,1441146.96,18,259406.45,1700553.41
SYSPOI0008607,POI553192,PO959340,PROD245998,32,31,30,56712.86,1814811.52,Passed with Observations,1814811.52,18,326666.07,2141477.59
SYSPOI0008608,POI768653,PO959340,PROD504924,29,29,28,39507.83,1145727.07,Passed with Observations,1145727.07,18,206230.87,1351957.94
SYSPOI0008609,POI142594,PO959340,PROD674553,27,26,25,55621.35,1501776.45,Passed with Observations,1501776.45,18,270319.76,1772096.21
SYSPOI0008610,POI419867,PO416006,PROD951452,590,590,576,584.97,345132.3,Passed with Observations,345132.3,5,17256.62,362388.92
SYSPOI0008611,POI404460,PO416006,PROD842776,593,593,563,1120.95,664723.35,Failed,664723.35,5,33236.17,697959.52
SYSPOI0008612,POI782143,PO416006,PROD642895,1035,1035,978,58.25,60288.75,Failed,60288.75,5,3014.44,63303.19
SYSPOI0008613,POI299789,PO416006,PROD486649,1207,1195,1129,353.62,426819.34,Failed,426819.34,5,21340.97,448160.31
SYSPOI0008614,POI509505,PO416006,PROD730193,1392,1392,1325,517.3,720081.6,Passed with Observations,720081.6,5,36004.08,756085.68
SYSPOI0008615,POI200376,PO416006,PROD536740,475,463,444,1036.44,492309.0,Passed with Observations,492309.0,5,24615.45,516924.45
SYSPOI0008616,POI520326,PO345011,PROD724756,1314,1314,1257,365.01,479623.14,Passed with Observations,479623.14,12,57554.78,537177.92
SYSPOI0008617,POI846795,PO345011,PROD794093,143,143,139,207.26,29638.18,Passed with Observations,29638.18,12,3556.58,33194.76
SYSPOI0008618,POI115019,PO345011,PROD178465,1068,1047,977,89.18,95244.24,Failed,95244.24,12,11429.31,106673.55
SYSPOI0008619,POI738320,PO345011,PROD302897,575,498,484,246.07,141490.25,Passed with Observations,141490.25,5,7074.51,148564.76
SYSPOI0008620,POI509185,PO345011,PROD510623,1213,1131,1090,463.62,562371.06,Passed with Observations,562371.06,12,67484.53,629855.59
SYSPOI0008621,POI518400,PO345011,PROD762055,278,278,260,143.36,39854.08,Failed,39854.08,12,4782.49,44636.57
SYSPOI0008622,POI233666,PO252200,PROD416822,473,473,446,152.14,71962.22,Failed,71962.22,12,8635.47,80597.69
SYSPOI0008623,POI723374,PO252200,PROD484682,218,211,196,234.83,51192.94,Failed,51192.94,12,6143.15,57336.09
SYSPOI0008624,POI515062,PO252200,PROD896204,1145,1145,1100,571.95,654882.75,Passed with Observations,654882.75,5,32744.14,687626.89
SYSPOI0008625,POI882249,PO252200,PROD400814,21,21,20,120365.11,2527667.31,Passed with Observations,2527667.31,18,454980.12,2982647.43
SYSPOI0008626,POI165961,PO252200,PROD199807,25,24,23,42697.34,1067433.5,Passed with Observations,1067433.5,18,192138.03,1259571.53
SYSPOI0008627,POI238555,PO252200,PROD546815,38,38,37,76172.89,2894569.82,Passed with Observations,2894569.82,18,521022.57,3415592.39
SYSPOI0008628,POI288021,PO936039,PROD786587,447,436,427,1781.2,796196.4,Passed with Observations,796196.4,12,95543.57,891739.97
SYSPOI0008629,POI878852,PO936039,PROD571832,183,183,178,2244.53,410748.99,Passed with Observations,410748.99,12,49289.88,460038.87
SYSPOI0008630,POI881320,PO936039,PROD211579,1099,1098,1069,891.38,979626.62,Passed with Observations,979626.62,5,48981.33,1028607.95
SYSPOI0008631,POI165555,PO936039,PROD145767,347,337,325,680.14,236008.58,Passed with Observations,236008.58,12,28321.03,264329.61
SYSPOI0008632,POI990476,PO816047,PROD281162,13,0,0,43095.89,560246.57,Not Inspected,560246.57,18,100844.38,661090.95
SYSPOI0008633,POI257494,PO816047,PROD648410,108,0,0,235.17,25398.36,Not Inspected,25398.36,12,3047.8,28446.16
SYSPOI0008634,POI867715,PO816047,PROD989545,84,0,0,506.51,42546.84,Not Inspected,42546.84,12,5105.62,47652.46
SYSPOI0008635,POI308895,PO816047,PROD934794,38,0,0,34082.83,1295147.54,Not Inspected,1295147.54,18,233126.56,1528274.1
SYSPOI0008636,POI853917,PO816047,PROD708798,34,0,0,74125.45,2520265.3,Not Inspected,2520265.3,18,453647.75,2973913.05
SYSPOI0008637,POI533805,PO816047,PROD669460,13,0,0,126195.56,1640542.28,Not Inspected,1640542.28,18,295297.61,1935839.89
SYSPOI0008638,POI256671,PO657101,PROD710224,29,27,27,96799.88,2807196.52,Passed,2807196.52,18,505295.37,3312491.89
SYSPOI0008639,POI845650,PO657101,PROD454992,796,796,770,232.83,185332.68,Passed with Observations,185332.68,5,9266.63,194599.31
SYSPOI0008640,POI254019,PO657101,PROD540208,553,553,547,306.76,169638.28,Passed with Observations,169638.28,5,8481.91,178120.19
SYSPOI0008641,POI931342,PO783740,PROD130782,212,208,205,222.68,47208.16,Passed with Observations,47208.16,12,5664.98,52873.14
SYSPOI0008642,POI937584,PO783740,PROD932463,36,36,35,54539.56,1963424.16,Passed with Observations,1963424.16,18,353416.35,2316840.51
SYSPOI0008643,POI664394,PO783740,PROD289934,118,118,116,2119.0,250042.0,Passed with Observations,250042.0,12,30005.04,280047.04
SYSPOI0008644,POI939236,PO783740,PROD324130,1294,1294,1264,109.31,141447.14,Passed with Observations,141447.14,12,16973.66,158420.8
SYSPOI0008645,POI975008,PO783740,PROD478120,703,703,682,833.23,585760.69,Passed with Observations,585760.69,5,29288.03,615048.72
SYSPOI0008646,POI822652,PO783740,PROD308496,25,25,24,100058.45,2501461.25,Passed with Observations,2501461.25,18,450263.03,2951724.28
SYSPOI0008647,POI220331,PO783740,PROD308296,235,235,232,187.27,44008.45,Passed with Observations,44008.45,12,5281.01,49289.46
SYSPOI0008648,POI752957,PO203050,PROD289934,155,155,146,2027.1,314200.5,Failed,314200.5,12,37704.06,351904.56
SYSPOI0008649,POI882070,PO203050,PROD501936,40,40,39,87267.29,3490691.6,Passed with Observations,3490691.6,18,628324.49,4119016.09
SYSPOI0008650,POI116245,PO203050,PROD729371,1358,1358,1291,380.06,516121.48,Passed with Observations,516121.48,5,25806.07,541927.55
SYSPOI0008651,POI425826,PO203050,PROD899281,387,368,359,600.52,232401.24,Passed with Observations,232401.24,5,11620.06,244021.3
SYSPOI0008652,POI644544,PO203050,PROD881886,15,13,12,112041.41,1680621.15,Failed,1680621.15,18,302511.81,1983132.96
SYSPOI0008653,POI950152,PO203050,PROD372793,475,475,436,240.52,114247.0,Failed,114247.0,12,13709.64,127956.64
SYSPOI0008654,POI395950,PO808094,PROD130353,980,980,963,566.03,554709.4,Passed with Observations,554709.4,5,27735.47,582444.87
SYSPOI0008655,POI537268,PO808094,PROD446479,477,465,456,140.92,67218.84,Passed with Observations,67218.84,12,8066.26,75285.1
SYSPOI0008656,POI659086,PO808094,PROD713799,736,716,701,223.66,164613.76,Passed with Observations,164613.76,5,8230.69,172844.45
SYSPOI0008657,POI617986,PO808094,PROD381444,594,594,575,260.69,154849.86,Passed with Observations,154849.86,5,7742.49,162592.35
SYSPOI0008658,POI234491,PO304394,PROD907236,241,241,236,896.89,216150.49,Passed with Observations,216150.49,12,25938.06,242088.55
SYSPOI0008659,POI170892,PO304394,PROD391668,407,407,402,498.52,202897.64,Passed with Observations,202897.64,12,24347.72,227245.36
SYSPOI0008660,POI295628,PO304394,PROD544730,318,278,271,489.72,155730.96,Passed with Observations,155730.96,12,18687.72,174418.68
SYSPOI0008661,POI361649,PO304394,PROD648410,363,363,361,228.98,83119.74,Passed with Observations,83119.74,12,9974.37,93094.11
SYSPOI0008662,POI871979,PO304394,PROD482584,208,208,203,777.1,161636.8,Passed with Observations,161636.8,12,19396.42,181033.22
SYSPOI0008663,POI266553,PO304394,PROD272129,349,349,345,413.25,144224.25,Passed with Observations,144224.25,12,17306.91,161531.16
SYSPOI0008664,POI556285,PO304394,PROD520274,83,72,71,961.15,79775.45,Passed with Observations,79775.45,12,9573.05,89348.5
SYSPOI0008665,POI234746,PO304394,PROD564586,274,262,259,1596.51,437443.74,Passed with Observations,437443.74,12,52493.25,489936.99
SYSPOI0008666,POI968006,PO428487,PROD671858,333,333,329,745.89,248381.37,Passed with Observations,248381.37,12,29805.76,278187.13
SYSPOI0008667,POI235666,PO428487,PROD597305,1325,1325,1311,208.1,275732.5,Passed with Observations,275732.5,12,33087.9,308820.4
SYSPOI0008668,POI175765,PO428487,PROD664607,108,108,106,80.73,8718.84,Passed with Observations,8718.84,12,1046.26,9765.1
SYSPOI0008669,POI508971,PO428487,PROD699809,430,423,411,316.06,135905.8,Passed with Observations,135905.8,12,16308.7,152214.5
SYSPOI0008670,POI489459,PO428487,PROD375097,364,364,361,378.99,137952.36,Passed with Observations,137952.36,12,16554.28,154506.64
SYSPOI0008671,POI199910,PO428487,PROD776364,477,472,467,683.43,325996.11,Passed with Observations,325996.11,12,39119.53,365115.64
SYSPOI0008672,POI409890,PO428487,PROD907236,416,416,408,905.73,376783.68,Passed with Observations,376783.68,12,45214.04,421997.72
SYSPOI0008673,POI766443,PO112542,PROD255061,18,17,17,25519.24,459346.32,Passed,459346.32,18,82682.34,542028.66
SYSPOI0008674,POI185584,PO112542,PROD780432,36,36,35,29387.34,1057944.24,Passed with Observations,1057944.24,18,190429.96,1248374.2
SYSPOI0008675,POI926753,PO112542,PROD933197,222,216,212,1051.47,233426.34,Passed with Observations,233426.34,12,28011.16,261437.5
SYSPOI0008676,POI469651,PO112542,PROD219946,37,37,36,28287.71,1046645.27,Passed with Observations,1046645.27,18,188396.15,1235041.42
SYSPOI0008677,POI314687,PO112542,PROD966529,32,32,32,63269.79,2024633.28,Passed,2024633.28,18,364433.99,2389067.27
SYSPOI0008678,POI991503,PO112542,PROD749887,189,189,185,1401.62,264906.18,Passed with Observations,264906.18,12,31788.74,296694.92
SYSPOI0008679,POI992645,PO112542,PROD674553,25,25,25,60201.35,1505033.75,Passed,1505033.75,18,270906.08,1775939.83
SYSPOI0008680,POI390064,PO112542,PROD324729,265,265,260,848.74,224916.1,Passed with Observations,224916.1,12,26989.93,251906.03
SYSPOI0008681,POI590107,PO468591,PROD172306,15,15,15,51062.16,765932.4,Passed,765932.4,18,137867.83,903800.23
SYSPOI0008682,POI882564,PO468591,PROD669460,10,10,10,126195.56,1261955.6,Passed,1261955.6,18,227152.01,1489107.61
SYSPOI0008683,POI416174,PO468591,PROD476417,16,15,15,59152.07,946433.12,Passed,946433.12,18,170357.96,1116791.08
SYSPOI0008684,POI845998,PO468591,PROD934794,29,29,28,34082.83,988402.07,Passed with Observations,988402.07,18,177912.37,1166314.44
SYSPOI0008685,POI851767,PO468591,PROD763311,27,27,27,67611.11,1825499.97,Passed,1825499.97,18,328589.99,2154089.96
SYSPOI0008686,POI648922,PO468591,PROD952227,23,23,22,55297.53,1271843.19,Passed with Observations,1271843.19,18,228931.77,1500774.96
SYSPOI0008687,POI636593,PO468591,PROD343467,339,339,334,546.09,185124.51,Passed with Observations,185124.51,12,22214.94,207339.45
SYSPOI0008688,POI260900,PO124851,PROD645007,567,567,553,1089.67,617842.89,Passed with Observations,617842.89,5,30892.14,648735.03
SYSPOI0008689,POI558337,PO124851,PROD512151,1322,1322,1294,208.76,275980.72,Passed with Observations,275980.72,5,13799.04,289779.76
SYSPOI0008690,POI402478,PO124851,PROD805200,39,39,39,34969.78,1363821.42,Passed,1363821.42,18,245487.86,1609309.28
SYSPOI0008691,POI267958,PO124851,PROD716493,1494,1467,1448,542.88,811062.72,Passed with Observations,811062.72,5,40553.14,851615.86
SYSPOI0008692,POI437109,PO124851,PROD381607,642,642,630,391.76,251509.92,Passed with Observations,251509.92,5,12575.5,264085.42
SYSPOI0008693,POI114449,PO124851,PROD322142,18,18,17,27082.54,487485.72,Failed,487485.72,18,87747.43,575233.15
SYSPOI0008694,POI867385,PO976042,PROD914571,16,16,15,37139.29,594228.64,Failed,594228.64,18,106961.16,701189.8
SYSPOI0008695,POI682563,PO976042,PROD621546,40,39,37,30396.11,1215844.4,Failed,1215844.4,18,218851.99,1434696.39
SYSPOI0008696,POI620481,PO976042,PROD269930,24,24,22,91376.44,2193034.56,Failed,2193034.56,18,394746.22,2587780.78
SYSPOI0008697,POI522250,PO976042,PROD526117,18,18,17,120328.88,2165919.84,Failed,2165919.84,18,389865.57,2555785.41
SYSPOI0008698,POI899350,PO976042,PROD641975,22,22,20,48866.01,1075052.22,Failed,1075052.22,18,193509.4,1268561.62
SYSPOI0008699,POI495968,PO225805,PROD802729,10,10,10,22640.91,226409.1,Passed,226409.1,18,40753.64,267162.74
SYSPOI0008700,POI676322,PO225805,PROD322182,40,40,40,141308.46,5652338.4,Passed,5652338.4,18,1017420.91,6669759.31
SYSPOI0008701,POI925694,PO225805,PROD649577,159,159,157,1198.8,190609.2,Passed with Observations,190609.2,12,22873.1,213482.3
SYSPOI0008702,POI709252,PO225805,PROD281162,31,31,31,42557.32,1319276.92,Passed,1319276.92,18,237469.85,1556746.77
SYSPOI0008703,POI663279,PO225805,PROD926394,36,35,34,141958.74,5110514.64,Passed with Observations,5110514.64,18,919892.64,6030407.28
