WeatherSysID,WeatherID,City,State,Date,TemperatureC,HumidityPercent,RainfallMM,WindSpeedKmph,WeatherCondition,WeatherSeverity
SYSWEA0001433,WTH222115,Bengaluru,Karnataka,2023-04-21,34,69,2,5,Sunny,Normal
SYSWEA0001434,WTH120581,Chennai,Tamil Nadu,2023-04-21,35,70,10,20,Heatwave,High
SYSWEA0001435,WTH153395,Ahmedabad,Gujarat,2023-04-21,45,63,2,17,Sunny,Normal
SYSWEA0001436,WTH535878,Noida,Uttar Pradesh,2023-04-21,36,56,1,18,Sunny,Normal
SYSWEA0001437,WTH138815,Pune,Maharashtra,2023-04-21,37,81,11,14,Cloudy,Normal
SYSWEA0001438,WTH343170,Ghaziabad,Uttar Pradesh,2023-04-21,42,66,7,20,Sunny,Normal
SYSWEA0001439,WTH680130,Lucknow,Uttar Pradesh,2023-04-21,35,85,8,15,Sunny,Normal
SYSWEA0001440,WTH222621,Kanpur,Uttar Pradesh,2023-04-21,40,44,10,20,Sunny,Normal
SYSWEA0001441,WTH121817,Nagpur,Maharashtra,2023-04-21,46,66,9,18,Sunny,Normal
SYSWEA0001442,WTH343377,Mangalore,Karnataka,2023-04-21,31,75,7,19,Sunny,Normal
SYSWEA0001443,WTH731347,Coimbatore,Tamil Nadu,2023-04-21,32,87,11,15,Heatwave,High
SYSWEA0001444,WTH858115,New Delhi,Delhi,2023-04-22,46,89,7,14,Sunny,Normal
SYSWEA0001445,WTH934637,Mumbai,Maharashtra,2023-04-22,36,89,20,16,Sunny,Normal
SYSWEA0001446,WTH799459,Bengaluru,Karnataka,2023-04-22,29,80,10,7,Sunny,Normal
SYSWEA0001447,WTH205805,Chennai,Tamil Nadu,2023-04-22,35,90,3,20,Sunny,Normal
SYSWEA0001448,WTH683879,Ahmedabad,Gujarat,2023-04-22,42,85,5,11,Sunny,Normal
SYSWEA0001449,WTH809810,Noida,Uttar Pradesh,2023-04-22,36,38,5,16,Cloudy,Normal
SYSWEA0001450,WTH454140,Pune,Maharashtra,2023-04-22,30,60,10,7,Sunny,Normal
SYSWEA0001451,WTH609990,Ghaziabad,Uttar Pradesh,2023-04-22,37,62,9,12,Sunny,Normal
SYSWEA0001452,WTH258522,Lucknow,Uttar Pradesh,2023-04-22,40,56,5,13,Cloudy,Normal
SYSWEA0001453,WTH559094,Kanpur,Uttar Pradesh,2023-04-22,44,84,9,6,Sunny,Normal
SYSWEA0001454,WTH963617,Nagpur,Maharashtra,2023-04-22,44,86,0,8,Heatwave,High
SYSWEA0001455,WTH315363,Mangalore,Karnataka,2023-04-22,29,87,20,8,Sunny,Normal
SYSWEA0001456,WTH868136,Coimbatore,Tamil Nadu,2023-04-22,31,78,5,20,Sunny,Normal
SYSWEA0001457,WTH958952,New Delhi,Delhi,2023-04-23,37,90,2,15,Sunny,Normal
SYSWEA0001458,WTH906584,Mumbai,Maharashtra,2023-04-23,31,73,6,18,Sunny,Normal
SYSWEA0001459,WTH189374,Bengaluru,Karnataka,2023-04-23,30,50,8,10,Sunny,Normal
SYSWEA0001460,WTH258975,Chennai,Tamil Nadu,2023-04-23,38,77,9,12,Sunny,Normal
SYSWEA0001461,WTH940715,Ahmedabad,Gujarat,2023-04-23,44,83,4,9,Cloudy,Normal
SYSWEA0001462,WTH131208,Noida,Uttar Pradesh,2023-04-23,42,62,6,16,Cloudy,Normal
SYSWEA0001463,WTH188896,Pune,Maharashtra,2023-04-23,30,78,0,7,Sunny,Normal
SYSWEA0001464,WTH555157,Ghaziabad,Uttar Pradesh,2023-04-23,41,56,6,10,Heatwave,High
SYSWEA0001465,WTH702466,Lucknow,Uttar Pradesh,2023-04-23,41,43,0,9,Sunny,Normal
SYSWEA0001466,WTH856601,Kanpur,Uttar Pradesh,2023-04-23,44,43,4,14,Sunny,Normal
SYSWEA0001467,WTH653429,Nagpur,Maharashtra,2023-04-23,42,82,4,13,Sunny,Normal
SYSWEA0001468,WTH670871,Mangalore,Karnataka,2023-04-23,30,89,15,11,Sunny,Normal
SYSWEA0001469,WTH416178,Coimbatore,Tamil Nadu,2023-04-23,34,83,13,11,Sunny,Normal
SYSWEA0001470,WTH645752,New Delhi,Delhi,2023-04-24,36,40,8,9,Sunny,Normal
SYSWEA0001471,WTH646660,Mumbai,Maharashtra,2023-04-24,33,83,2,14,Sunny,Normal
SYSWEA0001472,WTH353063,Bengaluru,Karnataka,2023-04-24,29,71,0,13,Sunny,Normal
SYSWEA0001473,WTH982464,Chennai,Tamil Nadu,2023-04-24,39,79,12,6,Sunny,Normal
SYSWEA0001474,WTH150051,Ahmedabad,Gujarat,2023-04-24,40,58,8,8,Sunny,Normal
SYSWEA0001475,WTH575159,Noida,Uttar Pradesh,2023-04-24,37,83,7,5,Sunny,Normal
SYSWEA0001476,WTH467355,Pune,Maharashtra,2023-04-24,31,71,11,12,Sunny,Normal
SYSWEA0001477,WTH849051,Ghaziabad,Uttar Pradesh,2023-04-24,40,54,10,9,Cloudy,Normal
SYSWEA0001478,WTH962813,Lucknow,Uttar Pradesh,2023-04-24,43,64,3,11,Sunny,Normal
SYSWEA0001479,WTH968679,Kanpur,Uttar Pradesh,2023-04-24,41,89,7,18,Sunny,Normal
SYSWEA0001480,WTH599387,Nagpur,Maharashtra,2023-04-24,38,61,0,9,Sunny,Normal
SYSWEA0001481,WTH716813,Mangalore,Karnataka,2023-04-24,32,76,2,17,Sunny,Normal
SYSWEA0001482,WTH767377,Coimbatore,Tamil Nadu,2023-04-24,37,90,7,20,Cloudy,Normal
SYSWEA0001483,WTH963829,New Delhi,Delhi,2023-04-25,43,62,7,18,Cloudy,Normal
SYSWEA0001484,WTH235670,Mumbai,Maharashtra,2023-04-25,32,75,16,19,Sunny,Normal
SYSWEA0001485,WTH596349,Bengaluru,Karnataka,2023-04-25,35,82,1,19,Sunny,Normal
SYSWEA0001486,WTH730823,Chennai,Tamil Nadu,2023-04-25,35,62,12,8,Sunny,Normal
SYSWEA0001487,WTH142238,Ahmedabad,Gujarat,2023-04-25,37,61,0,14,Sunny,Normal
SYSWEA0001488,WTH417991,Noida,Uttar Pradesh,2023-04-25,38,68,1,16,Sunny,Normal
SYSWEA0001489,WTH921866,Pune,Maharashtra,2023-04-25,35,68,0,9,Cloudy,Normal
SYSWEA0001490,WTH397252,Ghaziabad,Uttar Pradesh,2023-04-25,42,72,0,14,Heatwave,High
SYSWEA0001491,WTH170846,Lucknow,Uttar Pradesh,2023-04-25,37,53,7,16,Sunny,Normal
SYSWEA0001492,WTH454233,Kanpur,Uttar Pradesh,2023-04-25,42,42,7,19,Sunny,Normal
SYSWEA0001493,WTH898963,Nagpur,Maharashtra,2023-04-25,43,85,6,9,Cloudy,Normal
SYSWEA0001494,WTH799631,Mangalore,Karnataka,2023-04-25,33,74,25,19,Sunny,Normal
SYSWEA0001495,WTH506045,Coimbatore,Tamil Nadu,2023-04-25,31,83,6,18,Sunny,Normal
SYSWEA0001496,WTH871660,New Delhi,Delhi,2023-04-26,42,49,5,19,Sunny,Normal
SYSWEA0001497,WTH688297,Mumbai,Maharashtra,2023-04-26,31,82,4,14,Sunny,Normal
SYSWEA0001498,WTH748758,Bengaluru,Karnataka,2023-04-26,28,91,12,11,Sunny,Normal
SYSWEA0001499,WTH887017,Chennai,Tamil Nadu,2023-04-26,42,94,0,11,Heatwave,High
SYSWEA0001500,WTH119895,Ahmedabad,Gujarat,2023-04-26,44,65,0,10,Sunny,Normal
SYSWEA0001501,WTH188759,Noida,Uttar Pradesh,2023-04-26,39,52,3,19,Cloudy,Normal
SYSWEA0001502,WTH615346,Pune,Maharashtra,2023-04-26,37,84,6,6,Sunny,Normal
SYSWEA0001503,WTH125225,Ghaziabad,Uttar Pradesh,2023-04-26,36,90,5,18,Sunny,Normal
SYSWEA0001504,WTH204158,Lucknow,Uttar Pradesh,2023-04-26,40,73,6,8,Sunny,Normal
SYSWEA0001505,WTH905625,Kanpur,Uttar Pradesh,2023-04-26,38,74,4,13,Sunny,Normal
SYSWEA0001506,WTH161775,Nagpur,Maharashtra,2023-04-26,39,40,3,10,Heatwave,High
SYSWEA0001507,WTH412501,Mangalore,Karnataka,2023-04-26,31,89,5,6,Sunny,Normal
SYSWEA0001508,WTH370463,Coimbatore,Tamil Nadu,2023-04-26,30,79,6,15,Sunny,Normal
SYSWEA0001509,WTH616926,New Delhi,Delhi,2023-04-27,37,59,0,12,Sunny,Normal
SYSWEA0001510,WTH587402,Mumbai,Maharashtra,2023-04-27,36,97,2,15,Sunny,Normal
SYSWEA0001511,WTH764316,Bengaluru,Karnataka,2023-04-27,33,85,1,18,Sunny,Normal
SYSWEA0001512,WTH358281,Chennai,Tamil Nadu,2023-04-27,33,74,6,8,Sunny,Normal
SYSWEA0001513,WTH695848,Ahmedabad,Gujarat,2023-04-27,44,83,8,14,Cloudy,Normal
SYSWEA0001514,WTH920910,Noida,Uttar Pradesh,2023-04-27,43,61,1,11,Cloudy,Normal
SYSWEA0001515,WTH663646,Pune,Maharashtra,2023-04-27,33,59,10,12,Heatwave,High
SYSWEA0001516,WTH969659,Ghaziabad,Uttar Pradesh,2023-04-27,44,62,7,19,Sunny,Normal
SYSWEA0001517,WTH163098,Lucknow,Uttar Pradesh,2023-04-27,39,79,10,5,Heatwave,High
SYSWEA0001518,WTH468488,Kanpur,Uttar Pradesh,2023-04-27,40,70,9,17,Sunny,Normal
SYSWEA0001519,WTH147694,Nagpur,Maharashtra,2023-04-27,47,88,2,14,Sunny,Normal
SYSWEA0001520,WTH194073,Mangalore,Karnataka,2023-04-27,34,75,20,14,Sunny,Normal
SYSWEA0001521,WTH552945,Coimbatore,Tamil Nadu,2023-04-27,30,80,2,13,Cloudy,Normal
SYSWEA0001522,WTH815234,New Delhi,Delhi,2023-04-28,45,48,8,15,Heatwave,High
SYSWEA0001523,WTH458224,Mumbai,Maharashtra,2023-04-28,34,86,14,15,Sunny,Normal
SYSWEA0001524,WTH777844,Bengaluru,Karnataka,2023-04-28,34,63,10,9,Sunny,Normal
SYSWEA0001525,WTH805383,Chennai,Tamil Nadu,2023-04-28,42,60,10,5,Sunny,Normal
SYSWEA0001526,WTH899502,Ahmedabad,Gujarat,2023-04-28,42,46,6,20,Cloudy,Normal
SYSWEA0001527,WTH664814,Noida,Uttar Pradesh,2023-04-28,44,60,1,7,Cloudy,Normal
SYSWEA0001528,WTH967661,Pune,Maharashtra,2023-04-28,35,51,13,17,Sunny,Normal
SYSWEA0001529,WTH230824,Ghaziabad,Uttar Pradesh,2023-04-28,41,73,6,5,Sunny,Normal
SYSWEA0001530,WTH879243,Lucknow,Uttar Pradesh,2023-04-28,40,69,3,12,Sunny,Normal
SYSWEA0001531,WTH300814,Kanpur,Uttar Pradesh,2023-04-28,40,41,10,16,Heatwave,High
SYSWEA0001532,WTH345637,Nagpur,Maharashtra,2023-04-28,46,40,9,12,Sunny,Normal
SYSWEA0001533,WTH107482,Mangalore,Karnataka,2023-04-28,31,85,0,11,Sunny,Normal
SYSWEA0001534,WTH278758,Coimbatore,Tamil Nadu,2023-04-28,35,67,1,20,Cloudy,Normal
SYSWEA0001535,WTH168535,New Delhi,Delhi,2023-04-29,39,70,10,10,Cloudy,Normal
SYSWEA0001536,WTH648489,Mumbai,Maharashtra,2023-04-29,31,73,4,12,Sunny,Normal
SYSWEA0001537,WTH813745,Bengaluru,Karnataka,2023-04-29,30,67,12,13,Sunny,Normal
SYSWEA0001538,WTH995336,Chennai,Tamil Nadu,2023-04-29,40,95,0,6,Heatwave,High
SYSWEA0001539,WTH619647,Ahmedabad,Gujarat,2023-04-29,42,55,4,19,Sunny,Normal
SYSWEA0001540,WTH149246,Noida,Uttar Pradesh,2023-04-29,44,58,0,12,Cloudy,Normal
SYSWEA0001541,WTH510893,Pune,Maharashtra,2023-04-29,34,67,10,5,Sunny,Normal
SYSWEA0001542,WTH873266,Ghaziabad,Uttar Pradesh,2023-04-29,41,47,1,5,Cloudy,Normal
SYSWEA0001543,WTH272471,Lucknow,Uttar Pradesh,2023-04-29,41,54,1,11,Heatwave,High
SYSWEA0001544,WTH129226,Kanpur,Uttar Pradesh,2023-04-29,40,61,1,8,Sunny,Normal
SYSWEA0001545,WTH981336,Nagpur,Maharashtra,2023-04-29,43,65,0,15,Sunny,Normal
SYSWEA0001546,WTH972957,Mangalore,Karnataka,2023-04-29,30,78,2,15,Sunny,Normal
SYSWEA0001547,WTH913432,Coimbatore,Tamil Nadu,2023-04-29,34,58,10,7,Cloudy,Normal
SYSWEA0001548,WTH707056,New Delhi,Delhi,2023-04-30,45,73,7,19,Cloudy,Normal
SYSWEA0001549,WTH428497,Mumbai,Maharashtra,2023-04-30,31,72,0,17,Heatwave,High
SYSWEA0001550,WTH157450,Bengaluru,Karnataka,2023-04-30,29,54,0,19,Heatwave,High
SYSWEA0001551,WTH810477,Chennai,Tamil Nadu,2023-04-30,42,79,15,8,Sunny,Normal
SYSWEA0001552,WTH521195,Ahmedabad,Gujarat,2023-04-30,44,38,0,17,Sunny,Normal
SYSWEA0001553,WTH575436,Noida,Uttar Pradesh,2023-04-30,45,41,6,5,Sunny,Normal
SYSWEA0001554,WTH456113,Pune,Maharashtra,2023-04-30,35,74,7,8,Cloudy,Normal
SYSWEA0001555,WTH213253,Ghaziabad,Uttar Pradesh,2023-04-30,36,76,7,11,Sunny,Normal
SYSWEA0001556,WTH701056,Lucknow,Uttar Pradesh,2023-04-30,35,46,9,11,Sunny,Normal
SYSWEA0001557,WTH859822,Kanpur,Uttar Pradesh,2023-04-30,44,48,4,20,Sunny,Normal
SYSWEA0001558,WTH163429,Nagpur,Maharashtra,2023-04-30,44,74,1,6,Sunny,Normal
SYSWEA0001559,WTH426304,Mangalore,Karnataka,2023-04-30,31,74,22,16,Sunny,Normal
SYSWEA0001560,WTH732636,Coimbatore,Tamil Nadu,2023-04-30,37,92,2,14,Sunny,Normal
SYSWEA0001561,WTH160101,New Delhi,Delhi,2023-05-01,40,56,5,9,Heatwave,High
SYSWEA0001562,WTH771670,Mumbai,Maharashtra,2023-05-01,30,80,12,11,Sunny,Normal
SYSWEA0001563,WTH828531,Bengaluru,Karnataka,2023-05-01,28,62,6,20,Sunny,Normal
SYSWEA0001564,WTH746030,Chennai,Tamil Nadu,2023-05-01,42,89,7,15,Cloudy,Normal
SYSWEA0001565,WTH927527,Ahmedabad,Gujarat,2023-05-01,42,54,4,19,Sunny,Normal
SYSWEA0001566,WTH826894,Noida,Uttar Pradesh,2023-05-01,43,37,3,12,Heatwave,High
SYSWEA0001567,WTH870269,Pune,Maharashtra,2023-05-01,35,64,11,20,Sunny,Normal
SYSWEA0001568,WTH966212,Ghaziabad,Uttar Pradesh,2023-05-01,41,84,6,10,Sunny,Normal
SYSWEA0001569,WTH681636,Lucknow,Uttar Pradesh,2023-05-01,40,40,0,5,Sunny,Normal
SYSWEA0001570,WTH146037,Kanpur,Uttar Pradesh,2023-05-01,38,47,4,16,Sunny,Normal
SYSWEA0001571,WTH374725,Nagpur,Maharashtra,2023-05-01,40,36,2,12,Sunny,Normal
SYSWEA0001572,WTH287214,Mangalore,Karnataka,2023-05-01,30,93,12,12,Cloudy,Normal
SYSWEA0001573,WTH122013,Coimbatore,Tamil Nadu,2023-05-01,29,67,2,8,Cloudy,Normal
SYSWEA0001574,WTH454820,New Delhi,Delhi,2023-05-02,46,88,2,8,Sunny,Normal
SYSWEA0001575,WTH793013,Mumbai,Maharashtra,2023-05-02,34,78,14,16,Sunny,Normal
SYSWEA0001576,WTH224249,Bengaluru,Karnataka,2023-05-02,35,60,10,7,Cloudy,Normal
SYSWEA0001577,WTH828082,Chennai,Tamil Nadu,2023-05-02,35,69,4,17,Sunny,Normal
SYSWEA0001578,WTH148439,Ahmedabad,Gujarat,2023-05-02,41,58,7,12,Sunny,Normal
SYSWEA0001579,WTH927942,Noida,Uttar Pradesh,2023-05-02,45,83,9,14,Sunny,Normal
SYSWEA0001580,WTH232601,Pune,Maharashtra,2023-05-02,33,59,3,13,Sunny,Normal
SYSWEA0001581,WTH862627,Ghaziabad,Uttar Pradesh,2023-05-02,44,89,9,11,Cloudy,Normal
SYSWEA0001582,WTH633320,Lucknow,Uttar Pradesh,2023-05-02,42,45,10,10,Sunny,Normal
SYSWEA0001583,WTH287693,Kanpur,Uttar Pradesh,2023-05-02,44,64,5,19,Sunny,Normal
SYSWEA0001584,WTH596771,Nagpur,Maharashtra,2023-05-02,42,55,7,20,Sunny,Normal
SYSWEA0001585,WTH317264,Mangalore,Karnataka,2023-05-02,33,78,15,6,Sunny,Normal
SYSWEA0001586,WTH329212,Coimbatore,Tamil Nadu,2023-05-02,32,69,9,17,Cloudy,Normal
SYSWEA0001587,WTH366893,New Delhi,Delhi,2023-05-03,42,54,6,16,Sunny,Normal
SYSWEA0001588,WTH341358,Mumbai,Maharashtra,2023-05-03,32,70,2,16,Sunny,Normal
SYSWEA0001589,WTH546800,Bengaluru,Karnataka,2023-05-03,27,87,8,15,Sunny,Normal
SYSWEA0001590,WTH432420,Chennai,Tamil Nadu,2023-05-03,40,88,9,20,Sunny,Normal
SYSWEA0001591,WTH378527,Ahmedabad,Gujarat,2023-05-03,42,52,0,12,Sunny,Normal
SYSWEA0001592,WTH983533,Noida,Uttar Pradesh,2023-05-03,37,76,5,14,Heatwave,High
SYSWEA0001593,WTH338804,Pune,Maharashtra,2023-05-03,36,82,10,13,Sunny,Normal
SYSWEA0001594,WTH449970,Ghaziabad,Uttar Pradesh,2023-05-03,37,41,1,11,Sunny,Normal
SYSWEA0001595,WTH299903,Lucknow,Uttar Pradesh,2023-05-03,40,52,4,13,Sunny,Normal
SYSWEA0001596,WTH108948,Kanpur,Uttar Pradesh,2023-05-03,45,85,2,13,Heatwave,High
SYSWEA0001597,WTH525468,Nagpur,Maharashtra,2023-05-03,41,84,3,17,Cloudy,Normal
SYSWEA0001598,WTH516814,Mangalore,Karnataka,2023-05-03,33,96,25,9,Sunny,Normal
SYSWEA0001599,WTH857607,Coimbatore,Tamil Nadu,2023-05-03,32,69,3,19,Sunny,Normal
SYSWEA0001600,WTH986887,New Delhi,Delhi,2023-05-04,43,87,5,15,Cloudy,Normal
SYSWEA0001601,WTH994376,Mumbai,Maharashtra,2023-05-04,36,77,12,19,Sunny,Normal
SYSWEA0001602,WTH420415,Bengaluru,Karnataka,2023-05-04,27,85,6,9,Sunny,Normal
SYSWEA0001603,WTH336444,Chennai,Tamil Nadu,2023-05-04,40,60,15,15,Cloudy,Normal
SYSWEA0001604,WTH441919,Ahmedabad,Gujarat,2023-05-04,42,61,8,14,Cloudy,Normal
SYSWEA0001605,WTH261156,Noida,Uttar Pradesh,2023-05-04,36,72,9,9,Cloudy,Normal
SYSWEA0001606,WTH499841,Pune,Maharashtra,2023-05-04,37,71,13,17,Cloudy,Normal
SYSWEA0001607,WTH597840,Ghaziabad,Uttar Pradesh,2023-05-04,42,48,1,11,Sunny,Normal
SYSWEA0001608,WTH197770,Lucknow,Uttar Pradesh,2023-05-04,40,46,9,14,Heatwave,High
SYSWEA0001609,WTH966621,Kanpur,Uttar Pradesh,2023-05-04,37,50,10,6,Sunny,Normal
SYSWEA0001610,WTH172866,Nagpur,Maharashtra,2023-05-04,46,79,6,11,Sunny,Normal
SYSWEA0001611,WTH791609,Mangalore,Karnataka,2023-05-04,32,99,10,14,Sunny,Normal
SYSWEA0001612,WTH280172,Coimbatore,Tamil Nadu,2023-05-04,30,88,9,5,Sunny,Normal
SYSWEA0001613,WTH235410,New Delhi,Delhi,2023-05-05,42,55,6,8,Sunny,Normal
SYSWEA0001614,WTH236243,Mumbai,Maharashtra,2023-05-05,37,91,2,11,Sunny,Normal
SYSWEA0001615,WTH266494,Bengaluru,Karnataka,2023-05-05,31,63,7,20,Cloudy,Normal
SYSWEA0001616,WTH388820,Chennai,Tamil Nadu,2023-05-05,42,79,4,19,Sunny,Normal
SYSWEA0001617,WTH734229,Ahmedabad,Gujarat,2023-05-05,36,47,1,17,Sunny,Normal
SYSWEA0001618,WTH582559,Noida,Uttar Pradesh,2023-05-05,39,86,8,20,Sunny,Normal
SYSWEA0001619,WTH777693,Pune,Maharashtra,2023-05-05,37,79,0,14,Cloudy,Normal
SYSWEA0001620,WTH535214,Ghaziabad,Uttar Pradesh,2023-05-05,41,64,4,10,Sunny,Normal
SYSWEA0001621,WTH503350,Lucknow,Uttar Pradesh,2023-05-05,37,55,9,19,Cloudy,Normal
SYSWEA0001622,WTH351338,Kanpur,Uttar Pradesh,2023-05-05,38,82,9,6,Sunny,Normal
SYSWEA0001623,WTH831952,Nagpur,Maharashtra,2023-05-05,41,45,9,7,Sunny,Normal
SYSWEA0001624,WTH898868,Mangalore,Karnataka,2023-05-05,34,93,7,18,Heatwave,High
SYSWEA0001625,WTH628896,Coimbatore,Tamil Nadu,2023-05-05,30,90,6,8,Sunny,Normal
SYSWEA0001626,WTH317445,New Delhi,Delhi,2023-05-06,41,84,6,13,Sunny,Normal
SYSWEA0001627,WTH499670,Mumbai,Maharashtra,2023-05-06,30,97,14,19,Sunny,Normal
SYSWEA0001628,WTH362779,Bengaluru,Karnataka,2023-05-06,33,71,3,5,Sunny,Normal
SYSWEA0001629,WTH608306,Chennai,Tamil Nadu,2023-05-06,35,67,7,19,Sunny,Normal
SYSWEA0001630,WTH848244,Ahmedabad,Gujarat,2023-05-06,37,64,0,12,Sunny,Normal
SYSWEA0001631,WTH278875,Noida,Uttar Pradesh,2023-05-06,38,63,7,10,Cloudy,Normal
SYSWEA0001632,WTH660625,Pune,Maharashtra,2023-05-06,37,51,1,8,Sunny,Normal
SYSWEA0001633,WTH810287,Ghaziabad,Uttar Pradesh,2023-05-06,42,82,2,5,Sunny,Normal
SYSWEA0001634,WTH849115,Lucknow,Uttar Pradesh,2023-05-06,37,57,7,11,Sunny,Normal
SYSWEA0001635,WTH977135,Kanpur,Uttar Pradesh,2023-05-06,44,42,3,6,Sunny,Normal
SYSWEA0001636,WTH509593,Nagpur,Maharashtra,2023-05-06,45,75,9,8,Sunny,Normal
SYSWEA0001637,WTH151028,Mangalore,Karnataka,2023-05-06,31,92,17,5,Sunny,Normal
SYSWEA0001638,WTH309700,Coimbatore,Tamil Nadu,2023-05-06,32,79,3,12,Sunny,Normal
SYSWEA0001639,WTH453492,New Delhi,Delhi,2023-05-07,36,40,6,5,Sunny,Normal
SYSWEA0001640,WTH935635,Mumbai,Maharashtra,2023-05-07,31,77,6,8,Heatwave,High
SYSWEA0001641,WTH955244,Bengaluru,Karnataka,2023-05-07,29,92,2,8,Sunny,Normal
SYSWEA0001642,WTH668016,Chennai,Tamil Nadu,2023-05-07,38,80,12,11,Sunny,Normal
SYSWEA0001643,WTH473897,Ahmedabad,Gujarat,2023-05-07,42,60,0,8,Sunny,Normal
SYSWEA0001644,WTH112563,Noida,Uttar Pradesh,2023-05-07,38,55,0,15,Sunny,Normal
SYSWEA0001645,WTH781516,Pune,Maharashtra,2023-05-07,31,74,9,13,Sunny,Normal
SYSWEA0001646,WTH531066,Ghaziabad,Uttar Pradesh,2023-05-07,41,74,0,11,Sunny,Normal
SYSWEA0001647,WTH847143,Lucknow,Uttar Pradesh,2023-05-07,44,59,7,8,Heatwave,High
SYSWEA0001648,WTH729006,Kanpur,Uttar Pradesh,2023-05-07,45,74,2,8,Sunny,Normal
SYSWEA0001649,WTH448176,Nagpur,Maharashtra,2023-05-07,47,55,5,9,Sunny,Normal
SYSWEA0001650,WTH170793,Mangalore,Karnataka,2023-05-07,34,75,12,20,Heatwave,High
SYSWEA0001651,WTH500945,Coimbatore,Tamil Nadu,2023-05-07,29,76,11,19,Heatwave,High
SYSWEA0001652,WTH343904,New Delhi,Delhi,2023-05-08,46,67,3,5,Sunny,Normal
SYSWEA0001653,WTH894029,Mumbai,Maharashtra,2023-05-08,31,66,8,18,Sunny,Normal
SYSWEA0001654,WTH411023,Bengaluru,Karnataka,2023-05-08,28,65,0,20,Sunny,Normal
SYSWEA0001655,WTH349628,Chennai,Tamil Nadu,2023-05-08,35,72,9,6,Sunny,Normal
SYSWEA0001656,WTH240789,Ahmedabad,Gujarat,2023-05-08,45,81,5,15,Cloudy,Normal
SYSWEA0001657,WTH646174,Noida,Uttar Pradesh,2023-05-08,41,52,10,6,Cloudy,Normal
SYSWEA0001658,WTH459376,Pune,Maharashtra,2023-05-08,32,76,0,15,Sunny,Normal
SYSWEA0001659,WTH940383,Ghaziabad,Uttar Pradesh,2023-05-08,39,50,8,12,Sunny,Normal
SYSWEA0001660,WTH292461,Lucknow,Uttar Pradesh,2023-05-08,38,83,9,15,Cloudy,Normal
SYSWEA0001661,WTH301814,Kanpur,Uttar Pradesh,2023-05-08,36,68,1,7,Cloudy,Normal
SYSWEA0001662,WTH196216,Nagpur,Maharashtra,2023-05-08,47,38,1,9,Heatwave,High
SYSWEA0001663,WTH347789,Mangalore,Karnataka,2023-05-08,33,75,20,11,Cloudy,Normal
SYSWEA0001664,WTH272132,Coimbatore,Tamil Nadu,2023-05-08,30,87,7,14,Cloudy,Normal
SYSWEA0001665,WTH417824,New Delhi,Delhi,2023-05-09,39,81,3,12,Sunny,Normal
SYSWEA0001666,WTH183902,Mumbai,Maharashtra,2023-05-09,37,83,20,20,Sunny,Normal
SYSWEA0001667,WTH543230,Bengaluru,Karnataka,2023-05-09,33,73,7,19,Sunny,Normal
SYSWEA0001668,WTH120773,Chennai,Tamil Nadu,2023-05-09,42,92,9,20,Cloudy,Normal
SYSWEA0001669,WTH724094,Ahmedabad,Gujarat,2023-05-09,42,83,4,14,Cloudy,Normal
SYSWEA0001670,WTH498930,Noida,Uttar Pradesh,2023-05-09,38,69,8,13,Cloudy,Normal
SYSWEA0001671,WTH175434,Pune,Maharashtra,2023-05-09,32,79,9,20,Sunny,Normal
SYSWEA0001672,WTH104383,Ghaziabad,Uttar Pradesh,2023-05-09,38,56,7,11,Sunny,Normal
SYSWEA0001673,WTH513820,Lucknow,Uttar Pradesh,2023-05-09,43,40,5,18,Sunny,Normal
SYSWEA0001674,WTH528644,Kanpur,Uttar Pradesh,2023-05-09,41,87,6,7,Sunny,Normal
SYSWEA0001675,WTH303663,Nagpur,Maharashtra,2023-05-09,38,37,5,10,Heatwave,High
SYSWEA0001676,WTH634363,Mangalore,Karnataka,2023-05-09,32,94,10,16,Cloudy,Normal
SYSWEA0001677,WTH871399,Coimbatore,Tamil Nadu,2023-05-09,34,86,0,18,Sunny,Normal
SYSWEA0001678,WTH761601,New Delhi,Delhi,2023-05-10,39,50,7,16,Sunny,Normal
SYSWEA0001679,WTH366640,Mumbai,Maharashtra,2023-05-10,32,66,8,9,Sunny,Normal
SYSWEA0001680,WTH775699,Bengaluru,Karnataka,2023-05-10,29,65,0,7,Sunny,Normal
SYSWEA0001681,WTH643725,Chennai,Tamil Nadu,2023-05-10,39,84,13,7,Heatwave,High
SYSWEA0001682,WTH825443,Ahmedabad,Gujarat,2023-05-10,42,47,1,13,Cloudy,Normal
SYSWEA0001683,WTH714549,Noida,Uttar Pradesh,2023-05-10,44,54,8,17,Sunny,Normal
SYSWEA0001684,WTH953779,Pune,Maharashtra,2023-05-10,34,69,1,16,Sunny,Normal
SYSWEA0001685,WTH832964,Ghaziabad,Uttar Pradesh,2023-05-10,40,44,3,17,Heatwave,High
SYSWEA0001686,WTH201576,Lucknow,Uttar Pradesh,2023-05-10,35,59,2,5,Cloudy,Normal
SYSWEA0001687,WTH868650,Kanpur,Uttar Pradesh,2023-05-10,42,44,8,14,Sunny,Normal
SYSWEA0001688,WTH307639,Nagpur,Maharashtra,2023-05-10,39,62,1,9,Sunny,Normal
SYSWEA0001689,WTH694639,Mangalore,Karnataka,2023-05-10,30,85,20,19,Heatwave,High
