SalesSysID,SalesID,SalesDate,StoreID,ProductID,QuantitySold,UnitSellingPrice,DiscountPercentage,ReturnedQuantity,SaleType
SYSSALE0002465,SALE597166,2026-03-21,STR456778,PROD401198,1,57554.78,40,0,Clearance
SYSSALE0002466,SALE468883,2026-10-22,STR456778,PROD948179,3,23942.06,0,1,Regular
SYSSALE0002467,SALE323698,2026-12-26,STR456778,PROD531071,14,1053.02,0,0,Regular
SYSSALE0002468,SALE541111,2026-04-14,STR456778,PROD297810,25,127.67,0,0,Regular
SYSSALE0002469,SALE716862,2026-07-03,STR456778,PROD533911,2,91473.02,30,1,Clearance
SYSSALE0002470,SALE285468,2026-02-28,STR456778,PROD130610,10,679.02,20,0,Promotion
SYSSALE0002471,SALE244598,2026-03-26,STR456778,PROD980651,26,413.05,40,0,Clearance
SYSSALE0002472,SALE512586,2026-06-08,STR456778,PROD558723,23,1106.78,5,0,Regular
SYSSALE0002473,SALE691995,2026-07-31,STR456778,PROD373903,12,1324.78,5,0,Regular
SYSSALE0002474,SALE144569,2026-06-29,STR456778,PROD555292,1,102045.28,5,0,Regular
SYSSALE0002475,SALE344916,2026-01-22,STR456778,PROD669460,2,151771.62,20,0,Promotion
SYSSALE0002476,SALE120024,2026-07-26,STR456778,PROD384913,5,84.49,5,0,Regular
SYSSALE0002477,SALE836831,2026-06-12,STR456778,PROD158896,11,128.41,15,0,Promotion
SYSSALE0002478,SALE381070,2026-10-03,STR456778,PROD326130,2,524.47,5,0,Regular
SYSSALE0002479,SALE428987,2026-10-29,STR456778,PROD671858,13,1013.81,25,0,Clearance
SYSSALE0002480,SALE833621,2026-11-03,STR456778,PROD922458,24,255.42,10,7,Promotion
SYSSALE0002481,SALE463881,2026-12-21,STR456778,PROD985364,12,428.12,0,0,Regular
SYSSALE0002482,SALE975302,2026-07-15,STR456778,PROD660605,20,707.68,5,5,Regular
SYSSALE0002483,SALE471054,2026-10-19,STR456778,PROD571635,30,148.85,10,0,Promotion
SYSSALE0002484,SALE150483,2026-04-11,STR456778,PROD786224,13,1654.2,0,0,Regular
SYSSALE0002485,SALE856408,2026-06-26,STR456778,PROD260626,11,157.51,40,0,Clearance
SYSSALE0002486,SALE324933,2026-05-10,STR456778,PROD237174,9,369.83,5,0,Regular
SYSSALE0002487,SALE757311,2026-09-04,STR456778,PROD749137,3,185287.7,5,0,Regular
SYSSALE0002488,SALE282727,2026-12-12,STR456778,PROD423993,16,119.55,30,0,Clearance
SYSSALE0002489,SALE457006,2026-04-03,STR456778,PROD865433,2,91175.42,10,0,Promotion
SYSSALE0002490,SALE705666,2026-01-05,STR456778,PROD426147,26,958.13,0,0,Regular
SYSSALE0002491,SALE560568,2026-01-12,STR456778,PROD934794,2,49175.22,0,0,Regular
SYSSALE0002492,SALE851468,2026-11-07,STR456778,PROD638857,9,553.78,40,0,Clearance
SYSSALE0002493,SALE493183,2026-11-01,STR456778,PROD605065,14,259.13,5,0,Regular
SYSSALE0002494,SALE264810,2026-01-03,STR456778,PROD448321,2,65.1,5,0,Regular
SYSSALE0002495,SALE322839,2026-12-11,STR456778,PROD145767,15,1002.62,5,0,Regular
SYSSALE0002496,SALE663335,2026-05-30,STR456778,PROD776909,18,1538.16,5,0,Regular
SYSSALE0002497,SALE447110,2026-11-03,STR456778,PROD219946,1,37242.28,0,0,Regular
SYSSALE0002498,SALE542242,2026-10-02,STR456778,PROD801765,2,207.08,10,0,Promotion
SYSSALE0002499,SALE258824,2026-11-04,STR456778,PROD355021,24,3074.36,5,0,Regular
SYSSALE0002500,SALE106810,2026-06-23,STR456778,PROD350484,7,1179.94,5,0,Regular
SYSSALE0002501,SALE689900,2026-09-18,STR456778,PROD593554,12,249.51,30,0,Clearance
SYSSALE0002502,SALE722431,2026-10-10,STR456778,PROD984247,30,235.57,0,0,Regular
SYSSALE0002503,SALE803632,2026-10-06,STR456778,PROD939717,12,161.49,0,0,Regular
SYSSALE0002504,SALE295599,2026-04-29,STR456778,PROD597305,2,245.67,10,0,Promotion
SYSSALE0002505,SALE566529,2026-07-25,STR456778,PROD375097,31,479.29,20,0,Promotion
SYSSALE0002506,SALE289721,2026-06-29,STR456778,PROD308296,24,220.17,10,0,Promotion
SYSSALE0002507,SALE649907,2026-10-17,STR456778,PROD468900,12,403.35,0,0,Regular
SYSSALE0002508,SALE211585,2026-10-17,STR456778,PROD889216,33,1172.16,20,0,Promotion
SYSSALE0002509,SALE865806,2026-09-11,STR456778,PROD396020,2,20156.55,5,0,Regular
SYSSALE0002510,SALE824284,2026-05-23,STR456778,PROD114338,3,148654.64,20,0,Promotion
SYSSALE0002511,SALE347813,2026-07-15,STR456778,PROD308496,3,118588.1,0,0,Regular
SYSSALE0002512,SALE710150,2026-02-14,STR456778,PROD486649,8,448.4,5,0,Regular
SYSSALE0002513,SALE638877,2026-07-04,STR456778,PROD993744,3,88245.56,5,0,Regular
SYSSALE0002514,SALE408853,2026-06-10,STR456778,PROD118632,32,3341.45,0,0,Regular
SYSSALE0002515,SALE392284,2026-03-13,STR456778,PROD239613,1,97359.29,0,0,Regular
SYSSALE0002516,SALE169246,2026-04-03,STR456778,PROD655178,15,1051.97,20,0,Promotion
SYSSALE0002517,SALE113679,2026-06-12,STR456778,PROD166412,14,1162.68,20,0,Promotion
SYSSALE0002518,SALE329656,2026-11-05,STR456778,PROD322142,1,35594.32,30,0,Clearance
SYSSALE0002519,SALE491046,2026-10-02,STR456778,PROD855408,16,418.36,0,0,Regular
SYSSALE0002520,SALE365778,2026-01-01,STR456778,PROD883641,1,188399.76,5,0,Regular
SYSSALE0002521,SALE581924,2026-08-20,STR456778,PROD355021,5,3104.88,0,0,Regular
SYSSALE0002522,SALE124031,2026-10-20,STR456778,PROD239613,3,97272.05,0,0,Regular
SYSSALE0002523,SALE737658,2026-08-30,STR456778,PROD199807,1,52145.23,0,0,Regular
SYSSALE0002524,SALE376478,2026-07-09,STR456778,PROD392670,7,253.12,0,0,Regular
SYSSALE0002525,SALE185102,2026-10-07,STR456778,PROD483629,19,362.33,5,0,Regular
SYSSALE0002526,SALE684245,2026-11-27,STR456778,PROD881177,1,76496.33,0,0,Regular
SYSSALE0002527,SALE142550,2026-06-29,STR456778,PROD277193,15,1218.24,15,0,Promotion
SYSSALE0002528,SALE479637,2026-03-19,STR456778,PROD714953,2,100685.81,25,0,Clearance
SYSSALE0002529,SALE552445,2026-02-20,STR456778,PROD985364,20,409.47,5,0,Regular
SYSSALE0002530,SALE460489,2026-06-15,STR456778,PROD952227,3,70049.43,0,0,Regular
SYSSALE0002531,SALE504058,2026-08-14,STR456778,PROD790017,3,19874.57,5,0,Regular
SYSSALE0002532,SALE797790,2026-08-01,STR456778,PROD277487,5,237.57,0,0,Regular
SYSSALE0002533,SALE258655,2026-05-12,STR456778,PROD860242,23,1185.67,40,0,Clearance
SYSSALE0002534,SALE722978,2026-12-20,STR456778,PROD859364,3,77527.84,0,0,Regular
SYSSALE0002535,SALE426248,2026-11-23,STR456778,PROD694849,1,25696.92,15,0,Promotion
SYSSALE0002536,SALE455294,2026-10-29,STR456778,PROD786587,7,2346.25,5,0,Regular
SYSSALE0002537,SALE295726,2026-11-22,STR456778,PROD306854,1,35496.99,15,0,Promotion
SYSSALE0002538,SALE312134,2026-11-02,STR456778,PROD762055,5,197.81,0,0,Regular
SYSSALE0002539,SALE800932,2026-04-14,STR456778,PROD805200,3,47128.55,0,0,Regular
SYSSALE0002540,SALE863116,2026-06-26,STR456778,PROD729371,2,554.64,5,0,Regular
SYSSALE0002541,SALE855553,2026-10-09,STR456778,PROD513224,19,68.28,5,0,Regular
SYSSALE0002542,SALE691729,2026-08-08,STR456778,PROD141468,12,670.2,30,0,Clearance
SYSSALE0002543,SALE318755,2026-11-05,STR456778,PROD478666,10,566.01,5,0,Regular
SYSSALE0002544,SALE108304,2026-09-30,STR456778,PROD700067,4,918.26,5,0,Regular
SYSSALE0002545,SALE438791,2026-10-12,STR456778,PROD381607,11,479.14,5,0,Regular
SYSSALE0002546,SALE994905,2026-11-01,STR456778,PROD374267,3,128591.31,5,0,Regular
SYSSALE0002547,SALE852253,2026-09-04,STR456778,PROD888795,31,383.93,15,0,Promotion
SYSSALE0002548,SALE800131,2026-12-21,STR456778,PROD507746,10,203.91,0,0,Regular
SYSSALE0002549,SALE415618,2026-10-29,STR456778,PROD196126,14,3398.62,0,0,Regular
SYSSALE0002550,SALE789738,2026-10-08,STR456778,PROD133958,21,1483.06,0,0,Regular
SYSSALE0002551,SALE776978,2026-10-04,STR456778,PROD723266,5,571.06,40,0,Clearance
SYSSALE0002552,SALE226088,2026-07-06,STR456778,PROD297810,33,122.84,30,0,Clearance
SYSSALE0002553,SALE955266,2026-12-09,STR456778,PROD888795,30,380.88,5,0,Regular
SYSSALE0002554,SALE782084,2026-11-16,STR456778,PROD865470,13,253.35,5,0,Regular
SYSSALE0002555,SALE779587,2026-11-22,STR456778,PROD272129,5,495.18,0,0,Regular
SYSSALE0002556,SALE960205,2026-08-20,STR456778,PROD723266,2,595.65,5,0,Regular
SYSSALE0002557,SALE439648,2026-02-19,STR456778,PROD740725,30,2805.3,0,0,Regular
SYSSALE0002558,SALE148906,2026-11-21,STR456778,PROD699809,31,440.25,5,0,Regular
SYSSALE0002559,SALE485338,2026-05-13,STR456778,PROD502219,13,186.94,15,0,Promotion
SYSSALE0002560,SALE864923,2026-03-21,STR456778,PROD491559,3,298.14,0,0,Regular
SYSSALE0002561,SALE415751,2026-05-27,STR456778,PROD859364,1,75727.78,0,0,Regular
SYSSALE0002562,SALE758030,2026-10-16,STR456778,PROD473023,9,78.52,10,0,Promotion
SYSSALE0002563,SALE462663,2026-02-09,STR456778,PROD409355,1,64248.32,25,0,Clearance
SYSSALE0002564,SALE776200,2026-07-05,STR456778,PROD776909,35,1532.0,10,0,Promotion
SYSSALE0002565,SALE745262,2026-08-17,STR456778,PROD778700,3,132012.76,10,0,Promotion
SYSSALE0002566,SALE908303,2026-10-08,STR456778,PROD586819,15,916.92,25,0,Clearance
SYSSALE0002567,SALE481252,2026-11-23,STR456778,PROD958182,8,603.93,20,0,Promotion
SYSSALE0002568,SALE191338,2026-01-09,STR456778,PROD518098,16,644.93,10,0,Promotion
SYSSALE0002569,SALE636294,2026-06-05,STR456778,PROD866260,32,460.41,0,0,Regular
SYSSALE0002570,SALE970071,2026-11-13,STR456778,PROD962287,17,91.11,10,0,Promotion
SYSSALE0002571,SALE471427,2026-09-27,STR456778,PROD408467,1,183641.3,5,0,Regular
SYSSALE0002572,SALE291768,2026-10-31,STR456778,PROD484682,16,341.33,20,0,Promotion
SYSSALE0002573,SALE660078,2026-11-25,STR456778,PROD202365,33,714.5,5,0,Regular
SYSSALE0002574,SALE252199,2026-02-25,STR456778,PROD901619,14,462.34,5,0,Regular
SYSSALE0002575,SALE765573,2026-06-05,STR456778,PROD799565,11,248.01,0,0,Regular
SYSSALE0002576,SALE999745,2026-10-05,STR456778,PROD546768,20,178.02,0,0,Regular
SYSSALE0002577,SALE960936,2026-11-11,STR456778,PROD724756,7,524.89,5,0,Regular
SYSSALE0002578,SALE766298,2026-10-16,STR456778,PROD783414,8,384.56,0,0,Regular
SYSSALE0002579,SALE816884,2026-10-09,STR456778,PROD642895,9,71.52,0,0,Regular
SYSSALE0002580,SALE998390,2026-09-10,STR456778,PROD610310,1,136661.7,10,0,Promotion
SYSSALE0002581,SALE175221,2026-04-09,STR456778,PROD655178,9,1059.24,5,0,Regular
SYSSALE0002582,SALE518692,2026-08-01,STR456778,PROD265080,13,238.67,0,0,Regular
SYSSALE0002583,SALE929165,2026-04-03,STR456778,PROD237174,32,383.0,5,0,Regular
SYSSALE0002584,SALE791733,2026-01-23,STR456778,PROD130610,12,692.15,0,0,Regular
SYSSALE0002585,SALE805933,2026-04-20,STR456778,PROD510623,15,688.44,30,0,Clearance
SYSSALE0002586,SALE321794,2026-09-15,STR456778,PROD669460,2,153884.37,0,0,Regular
SYSSALE0002587,SALE950608,2026-03-06,STR456778,PROD548580,3,53158.58,0,0,Regular
SYSSALE0002588,SALE783701,2026-02-04,STR456778,PROD456871,7,274.95,0,0,Regular
SYSSALE0002589,SALE699338,2026-07-03,STR456778,PROD881886,3,166786.25,0,0,Regular
SYSSALE0002590,SALE778707,2026-01-10,STR456778,PROD621546,2,39582.08,40,0,Clearance
SYSSALE0002591,SALE607377,2026-07-24,STR456778,PROD787584,35,1419.78,0,0,Regular
SYSSALE0002592,SALE455591,2026-10-31,STR456778,PROD384913,7,80.55,5,0,Regular
SYSSALE0002593,SALE348755,2026-10-30,STR456778,PROD326130,18,527.25,5,0,Regular
SYSSALE0002594,SALE826630,2026-01-30,STR456778,PROD176066,1,140286.52,40,0,Clearance
SYSSALE0002595,SALE637389,2026-10-26,STR456778,PROD322142,3,34704.28,5,0,Regular
SYSSALE0002596,SALE714563,2026-08-04,STR456778,PROD944962,23,285.03,0,0,Regular
SYSSALE0002597,SALE396525,2026-09-15,STR456778,PROD780027,1,92969.29,15,0,Promotion
SYSSALE0002598,SALE586819,2026-03-21,STR456778,PROD699809,20,447.27,0,7,Regular
SYSSALE0002599,SALE424544,2026-11-03,STR456778,PROD451470,29,1874.38,5,0,Regular
SYSSALE0002600,SALE135415,2026-03-26,STR456778,PROD586819,28,907.26,15,0,Promotion
SYSSALE0002601,SALE593103,2026-05-31,STR456778,PROD664607,4,118.18,0,0,Regular
SYSSALE0002602,SALE586961,2026-01-29,STR456778,PROD593554,14,241.1,40,0,Clearance
SYSSALE0002603,SALE436693,2026-06-27,STR456778,PROD208310,20,916.68,0,0,Regular
SYSSALE0002604,SALE269357,2026-04-29,STR456778,PROD749137,2,183512.38,0,0,Regular
SYSSALE0002605,SALE994776,2026-03-16,STR456778,PROD745972,15,92.77,5,0,Regular
SYSSALE0002606,SALE395376,2026-04-22,STR456778,PROD599127,35,570.56,5,0,Regular
SYSSALE0002607,SALE406351,2026-10-10,STR456778,PROD855944,9,397.11,5,0,Regular
SYSSALE0002608,SALE227205,2026-08-26,STR456778,PROD666432,3,86959.04,0,0,Regular
SYSSALE0002609,SALE371034,2026-04-26,STR456778,PROD986278,3,123087.36,0,0,Regular
SYSSALE0002610,SALE651366,2026-10-27,STR456778,PROD392670,11,246.65,5,0,Regular
SYSSALE0002611,SALE234536,2026-09-16,STR456778,PROD373903,19,1347.65,0,6,Regular
SYSSALE0002612,SALE647760,2026-09-30,STR456778,PROD913894,15,977.93,40,0,Clearance
SYSSALE0002613,SALE897178,2026-09-05,STR456778,PROD669460,2,151049.49,0,0,Regular
SYSSALE0002614,SALE602194,2026-08-19,STR456778,PROD221119,3,1544.72,0,0,Regular
SYSSALE0002615,SALE488543,2026-07-24,STR456778,PROD865470,35,252.61,5,0,Regular
SYSSALE0002616,SALE391648,2026-09-28,STR456778,PROD984247,10,229.14,10,1,Promotion
SYSSALE0002617,SALE694095,2026-01-08,STR456778,PROD898329,21,3072.24,0,0,Regular
SYSSALE0002618,SALE313951,2026-10-15,STR456778,PROD591465,1,109307.98,15,0,Promotion
SYSSALE0002619,SALE299559,2026-03-28,STR456778,PROD927630,12,463.36,15,0,Promotion
SYSSALE0002620,SALE182713,2026-11-20,STR456778,PROD976325,32,153.3,40,0,Clearance
SYSSALE0002621,SALE298340,2026-03-25,STR456778,PROD322182,1,175235.53,30,0,Clearance
SYSSALE0002622,SALE677482,2026-08-15,STR456778,PROD297810,27,127.77,0,0,Regular
SYSSALE0002623,SALE803330,2026-10-02,STR456778,PROD130353,8,783.86,0,0,Regular
SYSSALE0002624,SALE318011,2026-10-01,STR456778,PROD788772,1,172762.58,5,0,Regular
SYSSALE0002625,SALE877468,2026-10-26,STR456778,PROD159532,21,752.27,5,0,Regular
SYSSALE0002626,SALE929916,2026-11-21,STR456778,PROD130610,14,661.68,20,0,Promotion
SYSSALE0002627,SALE889853,2026-09-02,STR456778,PROD898329,22,3022.03,10,0,Promotion
SYSSALE0002628,SALE610966,2026-03-15,STR456778,PROD675898,1,86868.74,20,0,Promotion
SYSSALE0002629,SALE982347,2026-02-09,STR456778,PROD546768,6,172.07,0,0,Regular
SYSSALE0002630,SALE954659,2026-09-09,STR456778,PROD570711,1,95800.48,5,0,Regular
SYSSALE0002631,SALE890512,2026-11-06,STR456778,PROD761532,2,136990.8,0,0,Regular
SYSSALE0002632,SALE242912,2026-03-26,STR456778,PROD378535,1,139252.45,0,0,Regular
SYSSALE0002633,SALE340880,2026-02-20,STR456778,PROD448321,27,65.19,0,0,Regular
SYSSALE0002634,SALE802889,2026-11-26,STR456778,PROD260626,10,160.58,5,0,Regular
SYSSALE0002635,SALE913596,2026-06-06,STR456778,PROD855944,16,388.42,0,0,Regular
SYSSALE0002636,SALE281991,2026-04-05,STR456778,PROD874814,13,1066.69,15,0,Promotion
SYSSALE0002637,SALE683143,2026-10-27,STR456778,PROD491559,8,298.91,0,0,Regular
SYSSALE0002638,SALE930895,2026-02-02,STR456778,PROD800646,17,819.03,0,0,Regular
SYSSALE0002639,SALE948821,2026-10-30,STR456778,PROD158896,19,133.28,0,0,Regular
SYSSALE0002640,SALE238834,2026-08-14,STR456778,PROD786224,2,1640.65,0,0,Regular
SYSSALE0002641,SALE673009,2026-07-18,STR456778,PROD933197,25,1237.62,5,0,Regular
SYSSALE0002642,SALE436713,2026-10-14,STR456778,PROD887842,8,247.29,15,0,Promotion
SYSSALE0002643,SALE477236,2026-09-08,STR456778,PROD555292,1,100639.37,0,0,Regular
SYSSALE0002644,SALE167202,2026-03-23,STR456778,PROD405420,30,2072.93,5,0,Regular
SYSSALE0002645,SALE395433,2026-10-30,STR456778,PROD388086,3,68192.35,5,0,Regular
SYSSALE0002646,SALE296740,2026-07-16,STR456778,PROD272129,34,503.24,10,0,Promotion
SYSSALE0002647,SALE149436,2026-04-28,STR456778,PROD600935,1,176811.77,10,0,Promotion
SYSSALE0002648,SALE946559,2026-11-20,STR456778,PROD465962,3,120588.12,5,0,Regular
SYSSALE0002649,SALE964424,2026-06-27,STR456778,PROD966529,1,87597.97,0,0,Regular
SYSSALE0002650,SALE716307,2026-12-20,STR456778,PROD932463,1,69724.05,10,0,Promotion
SYSSALE0002651,SALE901445,2026-01-27,STR456778,PROD693418,2,85944.44,0,0,Regular
SYSSALE0002652,SALE361906,2026-04-27,STR456778,PROD145767,13,1037.05,5,0,Regular
SYSSALE0002653,SALE218475,2026-04-07,STR456778,PROD806537,7,514.57,5,0,Regular
SYSSALE0002654,SALE991286,2026-12-30,STR456778,PROD851763,3,31439.21,5,0,Regular
SYSSALE0002655,SALE312186,2026-12-10,STR456778,PROD478120,8,989.05,10,0,Promotion
SYSSALE0002656,SALE623339,2026-05-29,STR456778,PROD199868,11,383.49,0,0,Regular
SYSSALE0002657,SALE492367,2026-09-13,STR456778,PROD401198,2,57173.07,5,1,Regular
SYSSALE0002658,SALE298670,2026-10-15,STR456778,PROD489043,18,684.23,0,0,Regular
SYSSALE0002659,SALE319365,2026-08-13,STR456778,PROD702891,33,2701.34,0,0,Regular
SYSSALE0002660,SALE597198,2026-02-13,STR456778,PROD551860,12,645.28,5,0,Regular
SYSSALE0002661,SALE518767,2026-01-22,STR456778,PROD272129,12,501.56,40,0,Clearance
SYSSALE0002662,SALE265326,2026-03-15,STR456778,PROD716493,6,655.61,10,2,Promotion
SYSSALE0002663,SALE433180,2026-06-20,STR456778,PROD694849,1,25582.34,5,0,Regular
SYSSALE0002664,SALE855186,2026-10-21,STR456778,PROD744986,3,116174.49,0,0,Regular
SYSSALE0002665,SALE144821,2026-01-20,STR456778,PROD889216,28,1223.31,5,0,Regular
SYSSALE0002666,SALE201812,2026-07-05,STR456778,PROD409571,2,156788.71,0,0,Regular
SYSSALE0002667,SALE264662,2026-06-14,STR456778,PROD660081,8,717.99,0,2,Regular
SYSSALE0002668,SALE920102,2026-07-11,STR456778,PROD321275,4,941.34,0,0,Regular
SYSSALE0002669,SALE556592,2026-05-18,STR456778,PROD729371,11,556.61,0,0,Regular
SYSSALE0002670,SALE711161,2026-03-25,STR456778,PROD542042,17,355.62,30,0,Clearance
SYSSALE0002671,SALE886512,2026-08-03,STR456778,PROD308496,2,119843.62,0,0,Regular
SYSSALE0002672,SALE622010,2026-05-15,STR456778,PROD546768,2,177.49,5,0,Regular
SYSSALE0002673,SALE506550,2026-09-10,STR456778,PROD546815,2,109344.8,5,0,Regular
SYSSALE0002674,SALE235582,2026-06-18,STR456778,PROD787436,2,135120.86,20,0,Promotion
SYSSALE0002675,SALE251865,2026-02-19,STR456778,PROD526949,7,535.98,0,0,Regular
SYSSALE0002676,SALE657734,2026-01-29,STR456778,PROD449138,1,68938.58,0,1,Regular
SYSSALE0002677,SALE834021,2026-11-03,STR456778,PROD377304,11,231.68,20,0,Promotion
SYSSALE0002678,SALE716696,2026-09-20,STR456778,PROD638857,17,555.97,15,0,Promotion
SYSSALE0002679,SALE308837,2026-05-21,STR456778,PROD286450,2,119720.68,0,0,Regular
SYSSALE0002680,SALE821618,2026-10-23,STR456778,PROD688861,2,151.07,5,0,Regular
SYSSALE0002681,SALE665435,2026-05-20,STR456778,PROD700067,2,927.95,5,0,Regular
SYSSALE0002682,SALE948940,2026-03-04,STR456778,PROD599127,27,561.92,0,11,Regular
SYSSALE0002683,SALE680020,2026-10-30,STR456778,PROD642895,18,73.91,20,0,Promotion
SYSSALE0002684,SALE904579,2026-09-02,STR456778,PROD381444,15,338.37,20,0,Promotion
SYSSALE0002685,SALE557334,2026-11-28,STR456778,PROD739427,2,195464.03,5,0,Regular
SYSSALE0002686,SALE504083,2026-10-29,STR456778,PROD885342,16,821.23,0,0,Regular
SYSSALE0002687,SALE630221,2026-01-30,STR456778,PROD179046,1,40231.63,5,0,Regular
SYSSALE0002688,SALE359870,2026-03-20,STR456778,PROD373432,3,68930.29,30,0,Clearance
SYSSALE0002689,SALE929530,2026-08-19,STR456778,PROD286450,1,120614.32,0,0,Regular
SYSSALE0002690,SALE632783,2026-10-08,STR456778,PROD393992,16,145.02,10,0,Promotion
SYSSALE0002691,SALE166375,2026-03-25,STR456778,PROD907236,24,1337.76,15,0,Promotion
SYSSALE0002692,SALE145559,2026-06-11,STR456778,PROD927630,2,451.89,5,0,Regular
SYSSALE0002693,SALE997896,2026-10-09,STR456778,PROD381444,13,334.13,10,5,Promotion
SYSSALE0002694,SALE529655,2026-08-24,STR456778,PROD649414,17,1018.19,20,0,Promotion
SYSSALE0002695,SALE994675,2026-03-05,STR456778,PROD926730,3,25858.39,5,0,Regular
SYSSALE0002696,SALE808372,2026-07-03,STR456778,PROD341162,19,900.55,5,0,Regular
SYSSALE0002697,SALE961903,2026-04-09,STR456778,PROD287654,3,56610.53,5,0,Regular
SYSSALE0002698,SALE439395,2026-03-20,STR456778,PROD693418,1,83235.26,5,0,Regular
SYSSALE0002699,SALE386081,2026-10-21,STR456778,PROD130610,18,668.11,0,0,Regular
SYSSALE0002700,SALE737355,2026-03-10,STR456778,PROD794395,2,356.16,20,0,Promotion
SYSSALE0002701,SALE419304,2026-04-23,STR456778,PROD473023,32,80.32,5,0,Regular
SYSSALE0002702,SALE724205,2026-06-25,STR456778,PROD199868,20,378.1,5,1,Regular
SYSSALE0002703,SALE398033,2026-01-20,STR456778,PROD656829,3,114562.1,5,0,Regular
SYSSALE0002704,SALE403012,2026-10-17,STR456778,PROD780768,34,378.87,5,0,Regular
SYSSALE0002705,SALE659119,2026-04-08,STR456778,PROD838253,3,66674.4,5,0,Regular
SYSSALE0002706,SALE930823,2026-09-22,STR456778,PROD612573,2,87573.9,20,1,Promotion
SYSSALE0002707,SALE976288,2026-11-02,STR456778,PROD565776,34,847.81,10,0,Promotion
SYSSALE0002708,SALE731063,2026-11-01,STR456778,PROD542042,7,358.97,5,2,Regular
SYSSALE0002709,SALE332196,2026-08-13,STR456778,PROD526949,19,527.1,5,0,Regular
SYSSALE0002710,SALE445904,2026-06-20,STR456778,PROD400814,3,156950.96,0,0,Regular
SYSSALE0002711,SALE211134,2026-09-14,STR456778,PROD220764,17,299.68,5,0,Regular
SYSSALE0002712,SALE149538,2026-01-12,STR456778,PROD867541,9,350.37,5,0,Regular
SYSSALE0002713,SALE916373,2026-09-21,STR456778,PROD513160,13,649.43,20,0,Promotion
SYSSALE0002714,SALE373740,2026-10-07,STR456778,PROD940247,8,48.9,5,0,Regular
SYSSALE0002715,SALE552977,2026-01-14,STR456778,PROD531071,16,1058.06,40,0,Clearance
SYSSALE0002716,SALE656604,2026-04-17,STR456778,PROD595351,3,22788.74,20,0,Promotion
SYSSALE0002717,SALE548504,2026-06-26,STR456778,PROD570711,3,98644.68,10,0,Promotion
SYSSALE0002718,SALE364309,2026-06-02,STR456778,PROD350905,5,276.3,5,0,Regular
SYSSALE0002719,SALE685761,2026-11-13,STR456778,PROD391865,4,51.38,5,0,Regular
SYSSALE0002720,SALE232168,2026-08-22,STR456778,PROD397846,2,55016.03,0,0,Regular
SYSSALE0002721,SALE546137,2026-10-06,STR456778,PROD648102,24,574.55,5,0,Regular
SYSSALE0002722,SALE766057,2026-09-10,STR456778,PROD277487,7,230.92,0,0,Regular
SYSSALE0002723,SALE507683,2026-03-15,STR456778,PROD169403,30,317.98,15,0,Promotion
SYSSALE0002724,SALE442105,2026-08-06,STR456778,PROD883641,3,193709.77,15,0,Promotion
SYSSALE0002725,SALE401433,2026-03-31,STR456778,PROD388086,1,68899.79,5,1,Regular
SYSSALE0002726,SALE790395,2026-01-24,STR456778,PROD806004,1,107740.42,0,1,Regular
SYSSALE0002727,SALE250141,2026-09-15,STR456778,PROD864711,1,104253.63,30,0,Clearance
SYSSALE0002728,SALE358348,2026-09-18,STR456778,PROD982885,33,139.84,5,0,Regular
SYSSALE0002729,SALE712846,2026-10-06,STR456778,PROD934042,2,101335.38,15,0,Promotion
SYSSALE0002730,SALE626759,2026-04-05,STR456778,PROD883132,24,78.72,5,0,Regular
SYSSALE0002731,SALE993050,2026-09-12,STR456778,PROD660605,4,707.98,0,0,Regular
SYSSALE0002732,SALE594525,2026-04-04,STR456778,PROD730193,11,645.84,5,0,Regular
SYSSALE0002733,SALE867348,2026-10-24,STR456778,PROD927630,8,469.76,0,0,Regular
SYSSALE0002734,SALE836444,2026-10-19,STR456778,PROD786224,11,1634.06,5,0,Regular
SYSSALE0002735,SALE138427,2026-05-06,STR456778,PROD838253,2,66894.92,5,0,Regular
SYSSALE0002736,SALE541749,2026-07-21,STR456778,PROD384913,18,82.61,0,0,Regular
SYSSALE0002737,SALE730063,2026-12-14,STR456778,PROD576919,1,173784.23,0,0,Regular
SYSSALE0002738,SALE469755,2026-10-16,STR456778,PROD326130,3,530.84,0,0,Regular
SYSSALE0002739,SALE292890,2026-01-17,STR456778,PROD384913,19,82.72,0,0,Regular
SYSSALE0002740,SALE972134,2026-10-30,STR456778,PROD721254,12,347.47,5,0,Regular
SYSSALE0002741,SALE152431,2026-05-25,STR456778,PROD551860,12,640.97,15,0,Promotion
SYSSALE0002742,SALE500048,2026-07-08,STR456778,PROD680099,8,56.04,5,0,Regular
SYSSALE0002743,SALE516798,2026-09-03,STR456778,PROD255061,2,36882.05,5,0,Regular
SYSSALE0002744,SALE369434,2026-11-21,STR456778,PROD778700,2,131268.63,5,0,Regular
SYSSALE0002745,SALE714294,2026-10-23,STR456778,PROD465962,2,120796.01,5,0,Regular
SYSSALE0002746,SALE657099,2026-11-27,STR456778,PROD695551,1,93202.79,5,0,Regular
SYSSALE0002747,SALE647427,2026-03-15,STR456778,PROD776364,23,785.88,0,0,Regular
SYSSALE0002748,SALE914197,2026-06-08,STR456778,PROD396020,1,20543.94,5,0,Regular
SYSSALE0002749,SALE488953,2026-10-29,STR456778,PROD302897,16,308.26,5,0,Regular
