SupplierProductSysID,SupplierID,ProductID,LeadTimeDays,MinimumOrderQty,QuotedUnitCost,DefectRatePercentage
SYSSP0000416,SUP813536,PROD952227,35,32,54349.22,3.94
SYSSP0000417,SUP813536,PROD381444,13,130,262.46,2.95
SYSSP0000418,SUP813536,PROD392670,11,119,207.92,3.38
SYSSP0000419,SUP813536,PROD724834,6,303,720.33,3.43
SYSSP0000420,SUP813536,PROD208310,8,104,650.24,5.51
SYSSP0000421,SUP813536,PROD407757,11,332,383.07,5.22
SYSSP0000422,SUP813536,PROD295892,12,358,674.88,3.46
SYSSP0000423,SUP813536,PROD980651,8,91,301.12,5.74
SYSSP0000424,SUP813536,PROD372028,7,136,1644.69,5.34
SYSSP0000425,SUP813536,PROD183667,9,153,1662.67,5.08
SYSSP0000426,SUP813536,PROD225636,9,74,1176.51,3.2
SYSSP0000427,SUP813536,PROD887842,11,51,160.43,3.68
SYSSP0000428,SUP813536,PROD448321,11,127,43.96,5.36
SYSSP0000429,SUP680099,PROD401036,10,610,794.35,2.32
SYSSP0000430,SUP680099,PROD489043,6,438,526.17,1.28
SYSSP0000431,SUP680099,PROD951452,4,494,591.29,2.45
SYSSP0000432,SUP680099,PROD571435,7,462,224.19,2.81
SYSSP0000433,SUP680099,PROD899281,10,660,639.01,1.28
SYSSP0000434,SUP680099,PROD343807,5,598,142.5,2.72
SYSSP0000435,SUP680099,PROD855408,3,519,302.33,2.35
SYSSP0000436,SUP680099,PROD324345,3,538,320.09,2.62
SYSSP0000437,SUP680099,PROD730193,10,353,526.92,1.13
SYSSP0000438,SUP680099,PROD423528,7,687,493.74,1.06
SYSSP0000439,SUP680099,PROD130914,5,617,995.28,1.0
SYSSP0000440,SUP680099,PROD208310,10,478,709.82,1.8
SYSSP0000441,SUP680099,PROD890371,31,66,30474.19,0.93
SYSSP0000442,SUP680099,PROD119524,29,83,58436.23,2.39
SYSSP0000443,SUP680099,PROD612573,27,56,65002.61,2.44
SYSSP0000444,SUP680099,PROD239613,33,44,69197.08,1.56
SYSSP0000445,SUP680099,PROD476018,17,74,24982.22,2.86
SYSSP0000446,SUP680099,PROD790017,17,99,14234.13,1.43
SYSSP0000447,SUP680099,PROD555292,20,89,82673.46,2.21
SYSSP0000448,SUP680099,PROD595351,38,81,18337.01,1.62
SYSSP0000449,SUP680099,PROD179046,27,68,32676.73,2.79
SYSSP0000450,SUP680099,PROD570711,27,45,70423.48,2.26
SYSSP0000451,SUP680099,PROD757711,32,48,16067.05,1.57
SYSSP0000452,SUP680099,PROD453961,20,74,103339.46,1.08
SYSSP0000453,SUP680099,PROD491329,22,93,48888.19,0.85
SYSSP0000454,SUP680099,PROD735656,24,69,122904.88,2.0
SYSSP0000455,SUP216970,PROD675898,23,26,67083.38,4.73
SYSSP0000456,SUP216970,PROD864711,43,23,69642.4,2.72
SYSSP0000457,SUP216970,PROD108454,32,54,47296.1,6.82
SYSSP0000458,SUP216970,PROD273148,19,52,61491.74,3.67
SYSSP0000459,SUP216970,PROD861319,44,40,29685.84,6.36
SYSSP0000460,SUP216970,PROD932463,28,39,53137.21,7.43
SYSSP0000461,SUP216970,PROD465962,34,46,92947.78,2.8
SYSSP0000462,SUP216970,PROD975679,19,94,2300.02,4.64
SYSSP0000463,SUP216970,PROD118632,12,138,2394.95,5.86
SYSSP0000464,SUP216970,PROD145767,15,156,687.55,4.0
SYSSP0000465,SUP216970,PROD820775,11,171,1670.21,3.63
SYSSP0000466,SUP216970,PROD644932,10,64,1388.87,7.34
SYSSP0000467,SUP216970,PROD521233,17,84,1510.16,3.77
SYSSP0000468,SUP216970,PROD350484,15,70,1009.7,6.74
SYSSP0000469,SUP216970,PROD265759,10,98,1123.96,4.39
SYSSP0000470,SUP216970,PROD202365,18,60,542.59,3.44
SYSSP0000471,SUP216970,PROD513224,19,193,46.66,3.54
SYSSP0000472,SUP216970,PROD517568,11,107,397.47,3.45
SYSSP0000473,SUP216970,PROD540208,10,345,301.5,5.98
SYSSP0000474,SUP216970,PROD581532,10,222,865.35,6.38
SYSSP0000475,SUP216970,PROD842776,13,373,1092.18,4.04
SYSSP0000476,SUP216970,PROD350905,13,354,189.64,6.51
SYSSP0000477,SUP216970,PROD410401,13,204,745.27,4.57
SYSSP0000478,SUP216970,PROD423528,12,174,448.95,5.27
SYSSP0000479,SUP216970,PROD222629,12,178,162.26,3.65
SYSSP0000480,SUP624902,PROD912233,5,518,174.89,1.05
SYSSP0000481,SUP624902,PROD112537,3,461,248.57,0.83
SYSSP0000482,SUP624902,PROD982885,3,254,115.46,0.66
SYSSP0000483,SUP624902,PROD513224,1,587,51.84,0.21
SYSSP0000484,SUP624902,PROD817644,8,256,198.74,0.92
SYSSP0000485,SUP624902,PROD823975,9,258,163.63,0.9
SYSSP0000486,SUP624902,PROD801765,8,304,181.81,0.72
SYSSP0000487,SUP624902,PROD883132,5,567,67.06,1.02
SYSSP0000488,SUP624902,PROD571635,4,290,127.43,0.61
SYSSP0000489,SUP624902,PROD799565,11,606,186.85,0.88
SYSSP0000490,SUP624902,PROD253300,4,297,189.93,0.58
SYSSP0000491,SUP624902,PROD169403,10,576,246.96,0.37
SYSSP0000492,SUP624902,PROD468900,7,580,310.21,0.77
SYSSP0000493,SUP624902,PROD644559,4,367,226.14,1.07
SYSSP0000494,SUP624902,PROD934638,9,388,228.78,0.27
SYSSP0000495,SUP624902,PROD130782,7,341,241.1,0.51
SYSSP0000496,SUP624902,PROD345386,5,635,104.18,1.02
SYSSP0000497,SUP624902,PROD297810,2,333,95.65,0.77
SYSSP0000498,SUP624902,PROD976325,7,446,121.8,0.34
SYSSP0000499,SUP624902,PROD931621,2,277,170.73,0.43
SYSSP0000500,SUP624902,PROD412999,2,559,299.35,1.15
SYSSP0000501,SUP624902,PROD680099,7,265,42.28,0.98
SYSSP0000502,SUP624902,PROD835962,7,366,195.91,1.14
SYSSP0000503,SUP624902,PROD289934,8,598,2187.13,0.58
SYSSP0000504,SUP624902,PROD986589,10,658,1557.53,0.27
SYSSP0000505,SUP624902,PROD525556,6,444,2516.85,0.83
SYSSP0000506,SUP624902,PROD262325,7,434,956.83,0.21
SYSSP0000507,SUP624902,PROD889216,4,434,995.76,0.3
SYSSP0000508,SUP624902,PROD286450,16,135,90005.32,0.75
SYSSP0000509,SUP624902,PROD834591,28,83,82734.15,0.75
SYSSP0000510,SUP624902,PROD373216,32,129,72370.84,0.61
SYSSP0000511,SUP624902,PROD397846,39,111,38598.18,0.37
SYSSP0000512,SUP624902,PROD108454,26,97,51871.84,0.47
SYSSP0000513,SUP624902,PROD172306,19,101,53465.77,0.62
SYSSP0000514,SUP624902,PROD704201,30,126,68214.47,0.45
SYSSP0000515,SUP624902,PROD281162,32,105,44432.05,0.34
SYSSP0000516,SUP624902,PROD533911,12,122,82300.64,0.58
SYSSP0000517,SUP624902,PROD993744,22,122,62968.62,1.02
SYSSP0000518,SUP624902,PROD757711,34,118,16228.3,1.15
SYSSP0000519,SUP624902,PROD139581,18,120,76860.15,0.6
SYSSP0000520,SUP624902,PROD627262,23,142,69246.29,0.98
SYSSP0000521,SUP624902,PROD908475,22,115,17141.07,0.59
SYSSP0000522,SUP624902,PROD475479,17,149,49283.26,0.97
SYSSP0000523,SUP624902,PROD548580,12,106,46041.65,0.49
SYSSP0000524,SUP624902,PROD780027,37,132,82970.38,0.34
SYSSP0000525,SUP624902,PROD865433,23,112,67717.43,0.92
SYSSP0000526,SUP624902,PROD179046,37,89,32830.62,0.8
SYSSP0000527,SUP624902,PROD859364,30,148,64052.24,1.12
SYSSP0000528,SUP624902,PROD442622,34,149,146282.25,1.17
SYSSP0000529,SUP624902,PROD482614,37,93,132041.86,0.86
SYSSP0000530,SUP624902,PROD901467,25,85,147957.38,0.85
SYSSP0000531,SUP624902,PROD176066,32,122,100311.68,0.63
SYSSP0000532,SUP624902,PROD926394,15,113,143122.08,0.95
SYSSP0000533,SUP624902,PROD593554,9,956,212.4,0.66
SYSSP0000534,SUP624902,PROD742686,9,853,104.85,0.68
SYSSP0000535,SUP624902,PROD502219,3,587,144.11,1.14
SYSSP0000536,SUP624902,PROD324130,2,819,109.31,0.98
SYSSP0000537,SUP624902,PROD534037,7,856,468.28,0.64
SYSSP0000538,SUP624902,PROD158896,7,568,113.41,1.01
SYSSP0000539,SUP624902,PROD898462,3,851,374.88,0.88
SYSSP0000540,SUP624902,PROD407757,3,1028,391.42,0.36
SYSSP0000541,SUP624902,PROD633188,7,973,74.21,0.61
SYSSP0000542,SUP624902,PROD901619,3,1155,399.18,0.6
SYSSP0000543,SUP624902,PROD214576,2,1106,378.13,0.2
SYSSP0000544,SUP624902,PROD513160,4,785,508.19,1.01
SYSSP0000545,SUP624902,PROD664058,3,1049,171.16,0.53
SYSSP0000546,SUP624902,PROD574843,9,768,497.49,0.69
SYSSP0000547,SUP624902,PROD822858,4,1125,104.97,0.31
SYSSP0000548,SUP624902,PROD735605,4,1132,78.7,0.87
SYSSP0000549,SUP624902,PROD410401,6,1188,800.09,0.32
SYSSP0000550,SUP624902,PROD800646,6,687,617.93,0.34
SYSSP0000551,SUP624902,PROD764000,5,1110,926.41,0.58
SYSSP0000552,SUP624902,PROD132146,1,1150,151.11,1.12
SYSSP0000553,SUP260263,PROD158896,7,681,111.05,0.92
SYSSP0000554,SUP260263,PROD822858,7,254,102.44,1.23
SYSSP0000555,SUP260263,PROD534037,8,537,455.29,1.89
SYSSP0000556,SUP260263,PROD158104,9,462,233.94,1.78
SYSSP0000557,SUP260263,PROD940247,4,292,39.56,2.55
SYSSP0000558,SUP260263,PROD135035,5,399,232.9,1.29
SYSSP0000559,SUP260263,PROD423528,6,336,501.52,2.04
SYSSP0000560,SUP260263,PROD735605,9,531,77.93,2.06
SYSSP0000561,SUP260263,PROD678727,6,646,281.03,2.98
SYSSP0000562,SUP260263,PROD958182,10,671,429.53,2.47
SYSSP0000563,SUP260263,PROD199868,9,529,268.44,1.74
SYSSP0000564,SUP260263,PROD531071,5,402,828.28,0.87
SYSSP0000565,SUP260263,PROD855408,6,428,309.96,0.99
SYSSP0000566,SUP260263,PROD571435,3,647,225.67,1.26
SYSSP0000567,SUP972064,PROD742686,10,393,92.02,6.79
SYSSP0000568,SUP972064,PROD901619,6,310,377.48,7.46
SYSSP0000569,SUP972064,PROD822858,11,167,95.28,6.06
SYSSP0000570,SUP972064,PROD678727,12,301,265.9,5.39
SYSSP0000571,SUP972064,PROD242723,13,312,130.02,2.88
SYSSP0000572,SUP972064,PROD724756,8,363,372.54,5.97
SYSSP0000573,SUP972064,PROD321275,12,349,704.06,2.51
SYSSP0000574,SUP972064,PROD130353,10,334,548.53,5.99
SYSSP0000575,SUP972064,PROD114338,23,45,110988.67,4.65
SYSSP0000576,SUP972064,PROD491329,26,37,47137.81,3.92
SYSSP0000577,SUP972064,PROD749137,38,28,125337.01,4.93
SYSSP0000578,SUP972064,PROD482614,32,23,115161.37,5.63
SYSSP0000579,SUP972064,PROD188834,31,27,61282.2,3.29
SYSSP0000580,SUP972064,PROD409571,31,47,98472.7,5.94
SYSSP0000581,SUP972064,PROD480133,26,39,50305.17,7.16
SYSSP0000582,SUP972064,PROD914571,25,43,36437.14,4.36
SYSSP0000583,SUP972064,PROD790017,38,23,13418.72,4.03
SYSSP0000584,SUP972064,PROD159532,11,73,521.03,2.51
SYSSP0000585,SUP972064,PROD242239,12,83,867.51,5.1
SYSSP0000586,SUP972064,PROD866260,12,52,346.81,6.59
SYSSP0000587,SUP972064,PROD521233,16,83,1521.75,3.64
SYSSP0000588,SUP972064,PROD196126,11,76,2164.12,4.34
SYSSP0000589,SUP972064,PROD860242,10,147,802.2,6.27
SYSSP0000590,SUP972064,PROD544730,12,86,458.13,5.32
SYSSP0000591,SUP972064,PROD823975,19,92,150.01,6.11
SYSSP0000592,SUP955662,PROD295892,7,241,685.05,3.74
SYSSP0000593,SUP955662,PROD642895,13,113,57.77,5.79
SYSSP0000594,SUP955662,PROD660605,9,365,561.71,3.44
SYSSP0000595,SUP955662,PROD489043,12,127,508.13,6.47
SYSSP0000596,SUP955662,PROD302897,10,297,233.35,5.0
SYSSP0000597,SUP955662,PROD486649,9,106,382.69,7.17
SYSSP0000598,SUP955662,PROD211579,9,391,871.49,5.23
SYSSP0000599,SUP955662,PROD341292,9,137,170.26,2.84
SYSSP0000600,SUP955662,PROD343467,10,60,523.76,7.24
SYSSP0000601,SUP955662,PROD586819,15,123,642.24,5.01
SYSSP0000602,SUP955662,PROD376807,14,152,242.34,5.18
SYSSP0000603,SUP955662,PROD518098,15,121,417.72,2.9
SYSSP0000604,SUP955662,PROD722780,9,187,425.39,5.43
SYSSP0000605,SUP955662,PROD975679,8,161,2320.15,6.73
SYSSP0000606,SUP955662,PROD110060,19,25,36732.22,3.08
SYSSP0000607,SUP955662,PROD695551,40,23,74108.41,6.21
SYSSP0000608,SUP955662,PROD656829,41,27,73306.89,3.19
SYSSP0000609,SUP955662,PROD908475,18,51,16105.86,5.12
SYSSP0000610,SUP955662,PROD591465,47,36,76443.78,3.13
SYSSP0000611,SUP955662,PROD966529,43,27,63243.82,2.65
SYSSP0000612,SUP955662,PROD501936,45,37,85091.39,3.81
SYSSP0000613,SUP736059,PROD517568,3,366,435.4,0.81
SYSSP0000614,SUP736059,PROD536740,2,375,1063.38,1.6
SYSSP0000615,SUP736059,PROD478666,4,341,422.32,2.69
SYSSP0000616,SUP736059,PROD786224,10,661,1157.47,2.43
SYSSP0000617,SUP736059,PROD495833,8,364,1167.34,1.72
SYSSP0000618,SUP736059,PROD689179,7,388,777.4,2.06
SYSSP0000619,SUP736059,PROD277193,3,507,902.53,0.92
SYSSP0000620,SUP736059,PROD927630,5,661,318.72,0.9
SYSSP0000621,SUP736059,PROD514913,8,285,202.33,2.71
SYSSP0000622,SUP736059,PROD531071,6,417,789.58,1.8
SYSSP0000623,SUP736059,PROD392670,7,352,208.87,2.53
SYSSP0000624,SUP736059,PROD222629,5,487,174.03,2.94
SYSSP0000625,SUP736059,PROD178465,5,625,94.05,2.47
SYSSP0000626,SUP736059,PROD898462,5,327,349.93,1.7
SYSSP0000627,SUP736059,PROD237174,6,377,295.61,2.65
SYSSP0000628,SUP736059,PROD889216,3,271,923.08,2.25
SYSSP0000629,SUP736059,PROD908554,7,153,557.3,2.96
SYSSP0000630,SUP736059,PROD943700,9,351,2119.07,2.94
SYSSP0000631,SUP736059,PROD471371,5,243,1433.95,2.83
SYSSP0000632,SUP736059,PROD529068,11,311,517.0,1.62
SYSSP0000633,SUP736059,PROD860242,4,397,805.41,1.09
SYSSP0000634,SUP736059,PROD885342,9,138,573.5,0.94
SYSSP0000635,SUP736059,PROD196126,5,221,2329.11,2.67
SYSSP0000636,SUP736059,PROD824586,9,267,447.74,1.4
SYSSP0000637,SUP736059,PROD799565,4,203,180.26,2.49
SYSSP0000638,SUP736059,PROD343467,4,179,519.75,1.79
SYSSP0000639,SUP736059,PROD412999,8,308,279.45,1.59
SYSSP0000640,SUP736059,PROD778700,39,53,96640.65,1.82
SYSSP0000641,SUP736059,PROD501936,18,45,87580.11,2.31
SYSSP0000642,SUP736059,PROD788772,37,84,146837.6,1.27
SYSSP0000643,SUP736059,PROD600935,25,49,141489.8,1.35
SYSSP0000644,SUP736059,PROD770532,26,65,110460.33,2.29
SYSSP0000645,SUP736059,PROD669460,23,92,131126.38,0.87
SYSSP0000646,SUP736059,PROD670913,27,94,59164.21,2.45
SYSSP0000647,SUP736059,PROD476417,22,46,59481.67,2.57
SYSSP0000648,SUP736059,PROD416797,19,47,114355.49,2.63
SYSSP0000649,SUP736059,PROD409355,22,48,49963.23,1.68
SYSSP0000650,SUP736059,PROD409571,36,80,109228.24,0.98
SYSSP0000651,SUP736059,PROD269930,33,56,101799.61,0.96
SYSSP0000652,SUP736059,PROD374267,17,52,104827.6,1.78
SYSSP0000653,SUP736059,PROD986278,19,45,86703.23,2.62
SYSSP0000654,SUP736059,PROD188834,25,47,60540.49,1.81
SYSSP0000655,SUP736059,PROD373432,20,99,54910.75,2.61
SYSSP0000656,SUP736059,PROD138436,27,71,40789.35,2.3
SYSSP0000657,SUP736059,PROD740967,20,62,13325.68,1.21
SYSSP0000658,SUP736059,PROD449138,23,68,48980.37,0.88
SYSSP0000659,SUP642717,PROD531071,10,109,833.9,2.52
SYSSP0000660,SUP642717,PROD645007,7,345,1103.68,1.87
SYSSP0000661,SUP642717,PROD399105,10,264,1099.04,1.2
SYSSP0000662,SUP642717,PROD716493,7,212,523.37,2.58
SYSSP0000663,SUP642717,PROD842776,6,129,1157.14,1.84
SYSSP0000664,SUP642717,PROD214576,7,399,379.7,2.94
SYSSP0000665,SUP642717,PROD162165,3,226,771.26,1.39
SYSSP0000666,SUP642717,PROD324729,3,106,860.8,2.96
SYSSP0000667,SUP642717,PROD648410,9,140,234.45,2.98
SYSSP0000668,SUP642717,PROD776364,5,95,657.81,1.5
SYSSP0000669,SUP642717,PROD922458,8,57,215.18,1.57
SYSSP0000670,SUP642717,PROD740725,12,194,2032.18,2.89
SYSSP0000671,SUP642717,PROD780432,40,51,29806.73,1.19
SYSSP0000672,SUP642717,PROD396020,16,25,14945.84,2.12
SYSSP0000673,SUP642717,PROD986593,15,53,88764.61,1.53
SYSSP0000674,SUP642717,PROD179046,34,32,32554.36,1.55
SYSSP0000675,SUP642717,PROD442622,20,40,142060.91,1.12
SYSSP0000676,SUP642717,PROD533321,37,29,116514.12,2.66
SYSSP0000677,SUP330914,PROD262325,12,161,925.09,7.3
SYSSP0000678,SUP330914,PROD986589,11,193,1481.11,7.14
SYSSP0000679,SUP330914,PROD898329,11,200,2286.27,4.39
SYSSP0000680,SUP330914,PROD975679,10,95,2319.94,7.24
SYSSP0000681,SUP330914,PROD860242,17,195,752.75,5.51
SYSSP0000682,SUP330914,PROD355021,15,194,2185.78,4.98
SYSSP0000683,SUP330914,PROD786587,15,69,1710.9,7.41
SYSSP0000684,SUP330914,PROD740725,12,72,2026.32,5.85
SYSSP0000685,SUP330914,PROD680099,13,52,37.89,3.75
SYSSP0000686,SUP330914,PROD664607,8,115,78.54,6.1
SYSSP0000687,SUP330914,PROD768636,8,162,102.94,7.35
SYSSP0000688,SUP330914,PROD999398,33,44,77339.23,4.38
SYSSP0000689,SUP330914,PROD476417,36,34,54982.55,2.87
SYSSP0000690,SUP330914,PROD744986,20,21,88107.85,7.26
SYSSP0000691,SUP330914,PROD787926,21,30,96557.46,3.3
SYSSP0000692,SUP330914,PROD584838,23,25,88698.67,7.43
SYSSP0000693,SUP330914,PROD273148,37,21,58668.34,5.77
SYSSP0000694,SUP330914,PROD497108,39,30,73033.77,4.16
SYSSP0000695,SUP349565,PROD322142,18,23,26975.89,2.01
SYSSP0000696,SUP349565,PROD255061,30,29,25192.93,0.81
SYSSP0000697,SUP349565,PROD666432,17,38,64239.26,2.18
SYSSP0000698,SUP349565,PROD757711,30,32,15530.1,1.26
SYSSP0000699,SUP349565,PROD396020,35,38,15803.05,1.84
SYSSP0000700,SUP349565,PROD697347,18,39,42602.07,1.84
SYSSP0000701,SUP349565,PROD373216,36,36,70524.78,2.0
SYSSP0000702,SUP349565,PROD364955,20,43,64757.12,1.61
SYSSP0000703,SUP349565,PROD558089,29,22,62104.81,1.82
SYSSP0000704,SUP595631,PROD966529,18,25,65767.36,2.58
SYSSP0000705,SUP595631,PROD742412,28,57,141183.22,0.93
SYSSP0000706,SUP595631,PROD269930,27,53,98798.14,1.98
SYSSP0000707,SUP595631,PROD400814,30,56,130803.84,1.85
SYSSP0000708,SUP595631,PROD714953,17,45,76003.21,2.37
SYSSP0000709,SUP595631,PROD904858,31,56,11766.97,2.56
SYSSP0000710,SUP589710,PROD791201,10,134,761.03,5.28
SYSSP0000711,SUP589710,PROD720407,14,241,392.22,7.09
SYSSP0000712,SUP589710,PROD211579,9,400,879.08,4.6
SYSSP0000713,SUP589710,PROD517568,11,175,409.77,5.41
SYSSP0000714,SUP589710,PROD940247,5,388,38.3,6.43
SYSSP0000715,SUP589710,PROD913894,15,155,761.39,5.77
SYSSP0000716,SUP589710,PROD478427,18,171,268.91,3.88
SYSSP0000717,SUP589710,PROD865470,11,152,188.58,6.95
SYSSP0000718,SUP589710,PROD699809,15,110,291.98,4.88
SYSSP0000719,SUP589710,PROD355021,11,55,2230.78,6.47
SYSSP0000720,SUP589710,PROD891030,11,175,149.3,5.92
SYSSP0000721,SUP589710,PROD740967,25,39,13394.91,4.72
SYSSP0000722,SUP589710,PROD572398,29,46,26607.29,2.95
SYSSP0000723,SUP589710,PROD627786,32,46,33543.35,6.3
SYSSP0000724,SUP589710,PROD656829,28,52,78376.14,2.83
SYSSP0000725,SUP589710,PROD465962,43,45,91621.21,6.76
SYSSP0000726,SUP589710,PROD408467,35,31,116821.16,6.66
SYSSP0000727,SUP300896,PROD752011,6,120,375.53,1.82
SYSSP0000728,SUP300896,PROD376807,9,81,267.54,1.33
SYSSP0000729,SUP300896,PROD865470,10,164,202.68,2.72
SYSSP0000730,SUP300896,PROD922458,12,191,210.63,1.16
SYSSP0000731,SUP300896,PROD375097,7,73,371.21,1.65
SYSSP0000732,SUP300896,PROD776364,5,196,679.82,1.27
SYSSP0000733,SUP300896,PROD147489,6,107,1916.62,1.39
SYSSP0000734,SUP300896,PROD513224,9,181,48.89,2.52
SYSSP0000735,SUP179046,PROD451470,13,114,1271.17,4.01
SYSSP0000736,SUP179046,PROD866260,17,151,343.59,2.54
SYSSP0000737,SUP179046,PROD159532,14,122,503.37,3.04
SYSSP0000738,SUP179046,PROD703139,8,120,2294.79,6.81
SYSSP0000739,SUP179046,PROD605065,14,126,180.91,5.09
SYSSP0000740,SUP179046,PROD513224,8,153,48.46,5.9
SYSSP0000741,SUP179046,PROD818699,40,51,62341.39,3.8
SYSSP0000742,SUP179046,PROD805200,33,44,34054.11,5.42
SYSSP0000743,SUP179046,PROD139581,36,41,73593.11,3.61
SYSSP0000744,SUP179046,PROD179046,39,50,31396.52,5.86
SYSSP0000745,SUP179046,PROD117031,35,30,85585.42,6.88
SYSSP0000746,SUP179046,PROD780432,24,26,28159.07,6.2
SYSSP0000747,SUP179046,PROD914571,44,31,38644.0,7.0
SYSSP0000748,SUP179046,PROD787926,37,34,92320.23,6.22
SYSSP0000749,SUP179046,PROD416797,29,41,110667.56,5.43
SYSSP0000750,SUP179046,PROD978292,11,340,663.8,5.67
SYSSP0000751,SUP179046,PROD401036,8,199,742.12,6.84
SYSSP0000752,SUP179046,PROD132146,14,252,137.92,6.85
SYSSP0000753,SUP179046,PROD381607,7,202,364.88,7.44
SYSSP0000754,SUP179046,PROD321275,12,261,736.6,3.4
SYSSP0000755,SUP179046,PROD489043,8,270,501.68,3.38
SYSSP0000756,SUP179046,PROD638857,4,331,416.87,6.31
SYSSP0000757,SUP179046,PROD906010,10,181,442.4,6.32
SYSSP0000758,SUP890170,PROD908554,9,172,563.43,0.88
SYSSP0000759,SUP890170,PROD660081,6,145,623.14,2.76
SYSSP0000760,SUP890170,PROD525556,11,98,2342.28,0.81
SYSSP0000761,SUP890170,PROD740725,6,107,2101.6,1.56
SYSSP0000762,SUP890170,PROD496764,5,76,1701.32,2.1
SYSSP0000763,SUP890170,PROD213475,5,66,1726.62,1.46
SYSSP0000764,SUP890170,PROD801765,7,166,174.61,2.11
SYSSP0000765,SUP890170,PROD605065,8,161,200.33,2.99
SYSSP0000766,SUP497382,PROD728437,38,82,54289.84,1.17
SYSSP0000767,SUP497382,PROD576919,26,84,129059.38,2.21
SYSSP0000768,SUP497382,PROD558089,39,148,63478.93,2.11
SYSSP0000769,SUP497382,PROD409355,16,93,51368.02,0.84
SYSSP0000770,SUP497382,PROD476417,37,94,59318.11,1.64
SYSSP0000771,SUP497382,PROD526117,32,112,126534.85,1.14
SYSSP0000772,SUP497382,PROD378535,37,81,102165.2,2.26
SYSSP0000773,SUP497382,PROD434640,36,146,79480.46,2.13
SYSSP0000774,SUP497382,PROD572407,19,133,101121.99,1.03
SYSSP0000775,SUP497382,PROD107459,38,95,49382.47,2.53
SYSSP0000776,SUP497382,PROD770532,30,105,111099.42,2.51
SYSSP0000777,SUP497382,PROD442622,31,105,144700.22,1.7
SYSSP0000778,SUP497382,PROD610310,20,85,106716.23,2.8
SYSSP0000779,SUP497382,PROD742412,37,141,142080.13,0.81
SYSSP0000780,SUP497382,PROD630041,36,91,56985.45,2.64
SYSSP0000781,SUP497382,PROD787436,36,143,106284.91,1.0
SYSSP0000782,SUP497382,PROD735656,31,89,123273.91,1.02
SYSSP0000783,SUP497382,PROD864711,23,109,74779.09,2.95
SYSSP0000784,SUP497382,PROD674553,23,139,57049.55,2.59
SYSSP0000785,SUP497382,PROD476018,16,117,24050.34,2.29
SYSSP0000786,SUP497382,PROD802729,28,94,22223.0,2.47
SYSSP0000787,SUP497382,PROD694849,16,81,19382.97,2.26
SYSSP0000788,SUP497382,PROD491559,4,836,213.5,1.76
SYSSP0000789,SUP497382,PROD214576,6,595,365.69,1.55
SYSSP0000790,SUP497382,PROD260626,3,910,130.86,1.8
SYSSP0000791,SUP497382,PROD759176,8,989,67.58,2.23
SYSSP0000792,SUP497382,PROD199868,4,615,267.02,2.4
SYSSP0000793,SUP497382,PROD502219,4,606,142.38,2.1
SYSSP0000794,SUP497382,PROD512022,9,685,206.06,2.51
SYSSP0000795,SUP497382,PROD962287,2,1200,67.96,2.4
SYSSP0000796,SUP497382,PROD664058,4,994,173.55,1.05
SYSSP0000797,SUP497382,PROD940247,8,951,38.32,1.38
SYSSP0000798,SUP497382,PROD723266,7,512,414.21,2.29
SYSSP0000799,SUP497382,PROD178465,5,1185,93.9,1.94
SYSSP0000800,SUP497382,PROD678727,3,943,283.05,1.35
SYSSP0000801,SUP497382,PROD510623,7,1179,476.2,1.65
SYSSP0000802,SUP497382,PROD385037,10,1127,210.35,2.22
SYSSP0000803,SUP497382,PROD901619,4,1017,392.0,2.67
SYSSP0000804,SUP497382,PROD431699,4,576,472.21,1.51
SYSSP0000805,SUP497382,PROD486649,7,784,376.46,1.29
SYSSP0000806,SUP497382,PROD141468,8,912,506.97,0.97
SYSSP0000807,SUP497382,PROD329659,9,1086,174.34,2.68
SYSSP0000808,SUP865990,PROD851763,15,25,26313.21,2.92
SYSSP0000809,SUP865990,PROD117031,35,39,89669.41,2.04
SYSSP0000810,SUP865990,PROD865433,35,49,66895.33,1.6
SYSSP0000811,SUP865990,PROD908475,16,34,16673.68,1.53
SYSSP0000812,SUP865990,PROD373432,39,59,54997.12,2.38
SYSSP0000813,SUP865990,PROD497108,26,48,78086.13,2.47
SYSSP0000814,SUP865990,PROD108454,22,20,50549.25,2.63
SYSSP0000815,SUP865990,PROD904858,40,38,11521.35,1.62
SYSSP0000816,SUP865990,PROD442622,18,22,149467.75,1.88
SYSSP0000817,SUP865990,PROD132316,37,46,85181.37,2.14
SYSSP0000818,SUP865990,PROD412999,6,80,293.48,1.66
SYSSP0000819,SUP865990,PROD423993,10,98,87.17,1.04
SYSSP0000820,SUP865990,PROD722665,9,61,225.89,2.64
SYSSP0000821,SUP865990,PROD976325,12,81,118.38,1.79
SYSSP0000822,SUP865990,PROD477880,12,179,101.52,1.9
SYSSP0000823,SUP865990,PROD564586,11,62,1616.21,1.75
SYSSP0000824,SUP865990,PROD649414,12,173,771.38,2.52
SYSSP0000825,SUP668532,PROD571435,15,264,210.37,4.42
SYSSP0000826,SUP668532,PROD431699,9,303,459.06,7.35
SYSSP0000827,SUP668532,PROD277487,12,170,156.62,6.0
SYSSP0000828,SUP668532,PROD341162,14,380,688.23,6.06
SYSSP0000829,SUP668532,PROD478120,17,211,754.93,5.62
SYSSP0000830,SUP265080,PROD158132,7,860,426.97,0.78
